"","ID","Area","x","y","Perim.","Major","Minor","angle","Circ.","Feret","Slice","feret_x","feret_y","feret_angle","MinFeret","AR","round","solidity","germination","convex","feret_diff","debris"
"2505",5655,316,512.36,1182.61,99.4,40.78,9.87,37.7,0.4,43.6,25,497,1197,36.61,12,4.13,0.24,0.77,"1",410.38961038961,31.6,"0"
"2506",5683,356,609.4,1681.79,108.57,45.96,9.86,22.31,0.38,46.62,25,590,1689,22.71,14.32,4.66,0.21,0.73,"1",487.671232876712,32.3,"0"
"2507",5701,424,1455.91,92.96,117.74,32.64,16.54,93.83,0.38,39.56,26,1453,69,110.73,25.77,1.97,0.51,0.65,"1",652.307692307692,13.79,"0"
"2508",5702,299,1891.37,110.39,94.53,37.78,10.08,0.1,0.42,37.85,26,1870,112,12.2,13,3.75,0.27,0.79,"1",378.481012658228,24.85,"0"
"2509",5703,380,363.86,144.77,109.64,39.27,12.32,65.06,0.4,43.66,26,360,163,69.9,17.9,3.19,0.31,0.68,"1",558.823529411765,25.76,"0"
"2510",5707,366,858.78,215.74,97.74,36.77,12.67,69.51,0.48,39.4,26,854,232,66.04,17.32,2.9,0.34,0.75,"1",488,22.08,"0"
"2511",5712,280,370.62,355.47,84.91,34.6,10.3,152.91,0.49,35.36,26,358,346,151.26,13.1,3.36,0.3,0.78,"1",358.974358974359,22.26,"0"
"2512",5716,361,800.61,495.56,99.6,42.01,10.94,97.21,0.46,41.98,26,796,477,102.38,13.77,3.84,0.26,0.82,"1",440.243902439024,28.21,"0"
"2513",5723,287,1726.16,678.42,105.05,41.05,8.9,120.98,0.33,41.68,26,1715,658,120.26,13.31,4.61,0.22,0.66,"1",434.848484848485,28.37,"0"
"2514",5727,364,428.81,698.19,102.81,43.39,10.68,25.76,0.43,44.28,26,411,705,25.41,15.38,4.06,0.25,0.74,"1",491.891891891892,28.9,"0"
"2515",5732,354,804.23,733.64,118.91,52.14,8.65,13.21,0.31,51.24,26,783,741,17.02,13.29,6.03,0.17,0.73,"1",484.931506849315,37.95,"0"
"2516",5733,411,1385.38,758.25,130.12,56.12,9.32,157.1,0.31,55.95,26,1358,744,155.73,14.07,6.02,0.17,0.65,"1",632.307692307692,41.88,"0"
"2517",5737,463,1146.64,850.99,133.3,41.28,14.28,95.18,0.33,47.76,26,1137,827,109.57,20.77,2.89,0.35,0.62,"1",746.774193548387,26.99,"0"
"2518",5743,404,1913.03,976.43,127.54,40.03,12.85,93.83,0.31,42.06,26,1907,954,108,17,3.11,0.32,0.72,"1",561.111111111111,25.06,"0"
"2519",5746,422,1098.08,1007.63,113.5,32.73,16.42,46.3,0.41,36.62,26,1092,1024,55.01,22.73,1.99,0.5,0.67,"1",629.850746268657,13.89,"0"
"2520",5751,416,746.75,1075.83,128.61,41.26,12.84,133.36,0.32,50.25,26,725,1057,132.58,18.19,3.21,0.31,0.64,"1",650,32.06,"0"
"2521",5759,393,1256.97,1197.11,141.24,50.12,9.98,29.26,0.25,58.18,26,1233,1207,28.77,15.17,5.02,0.2,0.55,"1",714.545454545455,43.01,"0"
"2522",5771,290,1173.5,1337.04,86.81,36.79,10.04,47.87,0.48,36.4,26,1163,1350,52.82,13.37,3.66,0.27,0.77,"1",376.623376623377,23.03,"0"
"2523",5776,365,1973.22,1356.22,91.15,35.96,12.92,54.58,0.55,38.6,26,1964,1371,53.43,15.83,2.78,0.36,0.84,"1",434.52380952381,22.77,"0"
"2524",5777,300,1265.38,1361.43,96.57,30.34,12.59,22.11,0.4,32.98,26,1250,1369,14.04,19.4,2.41,0.41,0.62,"1",483.870967741935,13.58,"0"
"2525",5785,349,367.78,1488.33,93.74,31.52,14.1,36.85,0.5,34.41,26,357,1499,35.54,18.94,2.24,0.45,0.76,"1",459.210526315789,15.47,"0"
"2526",5786,379,1118.06,1511.42,118.12,46.31,10.42,115.16,0.34,49.66,26,1107,1485,115.02,17.04,4.44,0.23,0.67,"1",565.671641791045,32.62,"0"
"2527",5787,432,598.32,1535.57,133.78,54.02,10.18,145.8,0.3,54.82,26,577,1521,141.67,14.96,5.31,0.19,0.61,"1",708.196721311475,39.86,"0"
"2528",5796,305,560.13,1620.63,95.98,35.33,10.99,110.11,0.42,36.36,26,551,1608,121.5,14.38,3.21,0.31,0.74,"1",412.162162162162,21.98,"0"
"2529",5797,275,527.45,1627.49,92.67,33.59,10.42,90.27,0.4,35.44,26,522,1612,106.39,13.93,3.22,0.31,0.7,"1",392.857142857143,21.51,"0"
"2530",5798,451,1592.21,1631.29,146.47,59.55,9.64,170.26,0.26,61.68,26,1566,1625,163.03,16.24,6.18,0.16,0.58,"1",777.586206896552,45.44,"0"
"2531",5801,373,85.75,1655.22,99.98,36.53,13,17.75,0.47,39.56,26,68,1660,20.73,16.09,2.81,0.36,0.77,"1",484.415584415584,23.47,"0"
"2532",5808,357,1603.73,1792.48,108.33,43.4,10.47,109.8,0.38,45.31,26,1595,1775,112.04,14.55,4.14,0.24,0.74,"1",482.432432432432,30.76,"0"
"2533",5813,480,705.89,1885.24,121.54,39.2,15.59,95.86,0.41,41.59,26,708,1905,80.31,20.83,2.51,0.4,0.66,"1",727.272727272727,20.76,"0"
"2534",5814,345,1233.34,1898.11,92.81,32.22,13.63,119.11,0.5,35.23,26,1222,1882,124.59,17.33,2.36,0.42,0.77,"1",448.051948051948,17.9,"0"
"2535",5815,297,1129.34,1897.36,99.88,40.97,9.23,32.73,0.37,41.05,26,1115,1908,34.08,13.45,4.44,0.23,0.74,"1",401.351351351351,27.6,"0"
"2536",5818,261,769.06,1946.45,90.23,36.8,9.03,39.33,0.4,36.06,26,754,1954,33.69,13.98,4.07,0.25,0.66,"1",395.454545454545,22.08,"0"
"2537",5822,436,1174.31,61.79,135.74,52.35,10.6,0.82,0.3,55.73,27,1150,55,170.71,15.82,4.94,0.2,0.67,"1",650.746268656716,39.91,"0"
"2538",5823,506,1716.47,88.88,165.88,65.26,9.87,0.15,0.23,68.36,27,1686,87,174.12,13.82,6.61,0.15,0.61,"1",829.508196721311,54.54,"0"
"2539",5826,325,579.08,126,95.74,40.39,10.24,24.17,0.45,39.4,27,563,133,23.96,13.63,3.94,0.25,0.78,"1",416.666666666667,25.77,"0"
"2540",5828,493,1062.69,200.62,152.23,64.46,9.74,86.15,0.27,65.19,27,1063,236,85.6,13.61,6.62,0.15,0.65,"1",758.461538461538,51.58,"0"
"2541",5830,324,580.92,222.08,93.74,37.18,11.09,98.71,0.46,37.48,27,579,205,99.21,14.53,3.35,0.3,0.76,"1",426.315789473684,22.95,"0"
"2542",5833,355,1296.82,263.09,111.6,46.67,9.68,100.98,0.36,46.57,27,1291,242,104.93,13.86,4.82,0.21,0.67,"1",529.850746268657,32.71,"0"
"2543",5835,298,16.54,273.93,92.57,36.27,10.46,36.46,0.44,37.01,27,4,285,38.42,15.09,3.47,0.29,0.69,"1",431.884057971014,21.92,"0"
"2544",5836,403,1922.2,279.08,110.81,39.78,12.9,46.74,0.41,45.25,27,1911,296,45,17.63,3.08,0.32,0.7,"1",575.714285714286,27.62,"0"
"2545",5839,327,1572.23,315.32,94.91,36.18,11.51,109.14,0.46,37.64,27,1570,298,106.99,14.88,3.14,0.32,0.76,"1",430.263157894737,22.76,"0"
"2546",5843,310,869.6,357.81,99.15,43.19,9.14,70.48,0.4,41.44,27,862,376,70.25,12.13,4.73,0.21,0.73,"1",424.657534246575,29.31,"0"
"2547",5845,422,1860.27,396.5,121.3,45.93,11.7,54.12,0.36,50.8,27,1846,421,53.81,15.8,3.93,0.25,0.69,"1",611.594202898551,35,"0"
"2548",5851,297,998.81,493.05,90.77,36.93,10.24,4.88,0.45,36.5,27,983,497,9.46,12,3.61,0.28,0.82,"1",362.19512195122,24.5,"0"
"2549",5852,286,79.14,516.92,95.01,39.41,9.24,87.27,0.4,39.2,27,77,495,95.86,13,4.26,0.23,0.73,"1",391.780821917808,26.2,"0"
"2550",5853,275,760.74,515.38,87.25,35.14,9.96,19.05,0.45,35.11,27,746,521,19.98,12.65,3.53,0.28,0.77,"1",357.142857142857,22.46,"0"
"2551",5854,315,247.1,518.38,98.33,38.18,10.5,4.5,0.41,38.83,27,230,520,11.89,14.33,3.64,0.28,0.7,"1",450,24.5,"0"
"2552",5855,274,1176.08,603.52,94.91,34.9,10,66.07,0.38,38.47,27,1168,617,62.1,16.13,3.49,0.29,0.71,"1",385.915492957746,22.34,"0"
"2553",5858,313,193.66,646.3,89.01,34.59,11.52,69.76,0.5,36.4,27,189,666,69.08,15.31,3,0.33,0.78,"1",401.282051282051,21.09,"0"
"2554",5859,512,1165.09,664.39,147.3,57.49,11.34,94.96,0.3,60.83,27,1157,632,99.46,14.92,5.07,0.2,0.69,"1",742.028985507246,45.91,"0"
"2555",5865,508,257.95,812.46,165.24,44.57,14.51,42.72,0.23,53.24,27,237,828,28.01,24.8,3.07,0.33,0.51,"1",996.078431372549,28.44,"0"
"2556",5867,363,119.18,827.87,104.23,40.15,11.51,138.85,0.42,42.2,27,99,815,143.67,15,3.49,0.29,0.75,"1",484,27.2,"0"
"2557",5868,341,1676.08,863.96,116.33,45.51,9.54,78.23,0.32,46.1,27,1668,883,77.47,13.28,4.77,0.21,0.69,"1",494.202898550725,32.82,"0"
"2558",5869,373,1249.31,886.82,103.54,42.58,11.15,50.86,0.44,45,27,1239,904,53.13,14.42,3.82,0.26,0.79,"1",472.151898734177,30.58,"0"
"2559",5870,352,1203.14,914.78,100.81,35.93,12.47,70.18,0.44,39.92,27,1200,932,67.93,17.54,2.88,0.35,0.71,"1",495.774647887324,22.38,"0"
"2560",5872,482,961.78,913.79,142.12,53.16,11.54,14.38,0.3,56.04,27,939,925,15.52,17.59,4.61,0.22,0.61,"1",790.16393442623,38.45,"0"
"2561",5874,346,1385.55,966.93,102.91,41.52,10.61,175.75,0.41,41.44,27,1362,964,171.67,14,3.91,0.26,0.79,"1",437.974683544304,27.44,"0"
"2562",5875,270,1861.01,970.83,97.01,38.64,8.9,166.59,0.36,39.81,27,1844,966,168.41,12.08,4.34,0.23,0.67,"1",402.985074626866,27.73,"0"
"2563",5877,454,272.42,1005.42,148.02,47.23,12.24,7.96,0.26,56.04,27,248,1016,15.52,18.74,3.86,0.26,0.53,"1",856.603773584906,37.3,"0"
"2564",5879,360,171.02,1021.27,121.05,50.14,9.14,29.44,0.31,50.61,27,153,1034,29.6,14.58,5.48,0.18,0.65,"1",553.846153846154,36.03,"0"
"2565",5881,360,1239.94,1044.49,103.6,46.11,9.94,91.14,0.42,43.74,27,1236,1022,100.54,11,4.64,0.22,0.84,"1",428.571428571429,32.74,"0"
"2566",5883,372,529.41,1078.48,136.27,57.89,8.18,29.34,0.25,58.25,27,508,1092,34.51,13.49,7.08,0.14,0.59,"1",630.508474576271,44.76,"0"
"2567",5884,226,1106.06,1068.81,82.53,33.91,8.49,4.27,0.42,33.73,27,1092,1073,11.98,11,4,0.25,0.77,"1",293.506493506493,22.73,"0"
"2568",5885,373,729.75,1100.27,116.95,48.21,9.85,39.11,0.34,49.41,27,712,1114,35.94,14,4.89,0.2,0.7,"1",532.857142857143,35.41,"0"
"2569",5888,478,1050.64,1148.07,153.05,62.1,9.8,7.46,0.26,64.33,27,1020,1152,11.66,14.16,6.34,0.16,0.61,"1",783.606557377049,50.17,"0"
"2570",5889,266,1253.67,1157.48,90.18,36.98,9.16,6.23,0.41,37.11,27,1238,1161,14.04,12,4.04,0.25,0.78,"1",341.025641025641,25.11,"0"
"2571",5892,193,1153.27,1198.63,71.5,28.44,8.64,128,0.47,29.83,27,1146,1188,129.56,12.02,3.29,0.3,0.75,"1",257.333333333333,17.81,"0"
"2572",5893,223,313.59,1206.62,71.84,27.44,10.35,43.7,0.54,28.6,27,303,1214,36.47,13.44,2.65,0.38,0.78,"1",285.897435897436,15.16,"0"
"2573",5895,386,1775.01,1300.62,128.57,46.68,10.53,9.85,0.29,53.76,27,1753,1308,9.64,15.35,4.43,0.23,0.63,"1",612.698412698413,38.41,"0"
"2574",5900,393,206.13,1465.27,105.88,42.76,11.7,126.56,0.44,44.41,27,196,1449,125.84,16.36,3.65,0.27,0.75,"1",524,28.05,"0"
"2575",5904,412,38.95,1569.38,96.57,36.94,14.2,129.23,0.56,38.95,27,26,1552,131.88,18.24,2.6,0.38,0.81,"1",508.641975308642,20.71,"0"
"2576",5905,491,122.75,1594.37,127.1,42.63,14.67,74.66,0.38,49.34,27,120,1616,72.3,19.74,2.91,0.34,0.66,"1",743.939393939394,29.6,"0"
"2577",5906,367,1278.39,1586.48,104.08,33.47,13.96,39.41,0.43,38.59,27,1265,1599,31.22,20.88,2.4,0.42,0.71,"1",516.901408450704,17.71,"0"
"2578",5907,474,1405.11,1588.86,148.27,57.01,10.59,164.71,0.27,57.57,27,1380,1581,162.82,14.91,5.39,0.19,0.64,"1",740.625,42.66,"0"
"2579",5908,435,1463.18,1604.48,113.64,40.15,13.8,171.46,0.42,44.6,27,1446,1597,160.35,17.26,2.91,0.34,0.74,"1",587.837837837838,27.34,"0"
"2580",5912,375,286.89,1657.79,94.08,34.01,14.04,162.39,0.53,36.4,27,268,1650,159.08,18.6,2.42,0.41,0.8,"1",468.75,17.8,"0"
"2581",5914,483,1309.2,1676.15,154.07,51.57,11.93,130.44,0.26,57.49,27,1287,1655,130.06,20.28,4.32,0.23,0.57,"1",847.368421052632,37.21,"0"
"2582",5915,321,1718.95,1673.52,82.43,28.83,14.17,110.61,0.59,31.06,27,1712,1659,123.18,16.98,2.03,0.49,0.82,"1",391.463414634146,14.08,"0"
"2583",5916,445,251.45,1670.54,133.74,51.35,11.03,8.75,0.31,54.45,27,227,1675,7.39,16.4,4.65,0.21,0.67,"1",664.179104477612,38.05,"0"
"2584",5917,247,570.23,1681.45,85.25,34.17,9.2,5.35,0.43,34.71,27,556,1686,11.63,12,3.71,0.27,0.76,"1",325,22.71,"0"
"2585",5920,441,1669.64,1727.13,115.4,37.05,15.15,112.21,0.42,42.05,27,1664,1705,115.35,20.59,2.44,0.41,0.67,"1",658.208955223881,21.46,"0"
"2586",5923,340,28.61,1824.36,89.25,36.74,11.78,170.58,0.54,37.11,27,11,1823,165.96,12.9,3.12,0.32,0.86,"1",395.348837209302,24.21,"0"
"2587",5926,298,1856.87,1914.92,88.67,27.79,13.65,179.9,0.48,30.81,27,1844,1922,13.13,16.88,2.04,0.49,0.73,"1",408.219178082192,13.93,"0"
"2588",5927,513,967.39,1938.7,157.92,61.72,10.58,25.46,0.26,63.98,27,941,1952,24.96,16.68,5.83,0.17,0.57,"1",900,47.3,"0"
"2589",5939,446,1695.59,264.8,134.61,49.72,11.42,114.6,0.31,52.35,28,1683,240,118.52,15.8,4.35,0.23,0.63,"1",707.936507936508,36.55,"0"
"2590",5942,235,724.38,292.83,81.5,27.25,10.98,169.14,0.44,29.41,28,713,285,162.18,15.6,2.48,0.4,0.73,"1",321.917808219178,13.81,"0"
"2591",5943,554,543.48,318.43,161.58,53.13,13.28,62.3,0.27,61.33,28,536,344,65.94,23.92,4,0.25,0.55,"1",1007.27272727273,37.41,"0"
"2592",5944,429,921,306.74,122.61,41.8,13.07,141.9,0.36,49.52,28,898,290,136.64,19.27,3.2,0.31,0.72,"1",595.833333333333,30.25,"0"
"2593",5952,283,1523.93,462.04,96.47,39.13,9.21,44.47,0.38,40.61,28,1514,476,52,14.14,4.25,0.24,0.68,"1",416.176470588235,26.47,"0"
"2594",5954,398,1072.6,481.05,113.54,38.01,13.33,177.6,0.39,44.28,28,1053,484,173.52,17,2.85,0.35,0.67,"1",594.029850746269,27.28,"0"
"2595",5956,380,1647.05,529.26,111.74,28.62,16.91,144.06,0.38,34.01,28,1635,521,155.7,23.14,1.69,0.59,0.68,"1",558.823529411765,10.87,"0"
"2596",5959,354,1428.25,556.03,95.6,40.75,11.06,80.83,0.49,40.2,28,1426,578,84.29,13.92,3.68,0.27,0.83,"1",426.506024096386,26.28,"0"
"2597",5963,281,1408.81,593.13,99.98,42.55,8.41,19.58,0.35,42.15,28,1391,600,22.31,12.27,5.06,0.2,0.68,"1",413.235294117647,29.88,"0"
"2598",5968,415,761.26,634.24,112.23,39.25,13.46,81.36,0.41,41.98,28,758,652,77.62,18,2.92,0.34,0.77,"1",538.961038961039,23.98,"0"
"2599",5972,404,1423.06,749.82,110.71,41.62,12.36,34.78,0.41,43.42,28,1405,758,28.93,15.35,3.37,0.3,0.78,"1",517.948717948718,28.07,"0"
"2600",5976,543,53.92,780.88,159.64,56.52,12.23,8.79,0.27,63.79,28,29,789,9.02,21,4.62,0.22,0.59,"1",920.338983050848,42.79,"0"
"2601",5979,462,1470.91,835.25,149.64,49.85,11.8,99.25,0.26,57.97,28,1466,809,105,17.35,4.23,0.24,0.6,"1",770,40.62,"0"
"2602",5984,471,1147.03,895.91,155.72,63.74,9.41,52.6,0.24,66.29,28,1133,921,56.07,16.34,6.77,0.15,0.58,"1",812.068965517241,49.95,"0"
"2603",5993,195,1176.88,1061.19,70.53,26.66,9.31,19.3,0.49,27.86,28,1166,1066,21.04,12.82,2.86,0.35,0.74,"1",263.513513513514,15.04,"0"
"2604",5996,471,905.2,1132.69,154.07,65.43,9.17,55.35,0.25,67.12,28,888,1155,56.55,14.6,7.14,0.14,0.67,"1",702.985074626866,52.52,"0"
"2605",5997,329,1831.3,1121.69,95.98,33.17,12.63,155.59,0.45,37.22,28,1818,1112,149.3,18.96,2.63,0.38,0.72,"1",456.944444444444,18.26,"0"
"2606",5998,362,1726.63,1145.59,112.91,48.39,9.53,165.8,0.36,48.38,28,1706,1138,161.94,11.88,5.08,0.2,0.78,"1",464.102564102564,36.5,"0"
"2607",6001,338,356.64,1201.25,91.5,35.12,12.25,71.81,0.51,34.79,28,354,1217,71.57,16.27,2.87,0.35,0.76,"1",444.736842105263,18.52,"0"
"2608",6002,329,790.72,1198.45,117.05,41.22,10.16,159.81,0.3,44.72,28,773,1186,153.43,15.01,4.06,0.25,0.64,"1",514.0625,29.71,"0"
"2609",6006,541,326.76,1266.72,155.15,64.93,10.61,92.85,0.28,65.12,28,323,1232,100.62,17,6.12,0.16,0.65,"1",832.307692307692,48.12,"0"
"2610",6012,382,545.07,1303.06,119.98,46.44,10.47,2.91,0.33,46.27,28,525,1305,6.2,14,4.43,0.23,0.74,"1",516.216216216216,32.27,"0"
"2611",6013,353,1114.79,1363.21,110.67,43.38,10.36,9.86,0.36,46.32,28,1095,1371,13.74,14.51,4.19,0.24,0.69,"1",511.594202898551,31.81,"0"
"2612",6014,392,149.02,1409.16,116.57,49.65,10.05,19.89,0.36,49.24,28,129,1419,23.96,14.18,4.94,0.2,0.72,"1",544.444444444444,35.06,"0"
"2613",6017,271,58.23,1471.67,81.5,31.62,10.91,23.42,0.51,33.84,28,43,1474,18.97,14.86,2.9,0.35,0.79,"1",343.037974683544,18.98,"0"
"2614",6018,257,1606.57,1509.24,92.67,35.98,9.09,87.28,0.38,36.5,28,1606,1488,99.46,12.97,3.96,0.25,0.72,"1",356.944444444444,23.53,"0"
"2615",6019,478,557.64,1564.96,130.37,46.11,13.2,137.49,0.35,51.04,28,538,1547,145.38,19.76,3.49,0.29,0.63,"1",758.730158730159,31.28,"0"
"2616",6020,374,1450.58,1581.25,131.4,53.39,8.92,169.61,0.27,55.54,28,1426,1577,166.46,13.72,5.99,0.17,0.64,"1",584.375,41.82,"0"
"2617",6022,229,1554.28,1617.78,78.18,27.93,10.44,92.84,0.47,29.43,28,1552,1630,80.22,14,2.68,0.37,0.75,"1",305.333333333333,15.43,"0"
"2618",6023,355,1762.87,1629.21,131.68,31.52,14.34,51.88,0.26,36.77,28,1754,1647,67.62,20.51,2.2,0.45,0.6,"1",591.666666666667,16.26,"0"
"2619",6025,311,672.78,1697.62,90.33,35.87,11.04,19.52,0.48,37.64,28,655,1704,16.99,13.28,3.25,0.31,0.8,"1",388.75,24.36,"0"
"2620",6037,447,1803.96,18.07,143.1,57.92,9.83,146.19,0.27,60.22,29,1783,3,144.46,16.21,5.89,0.17,0.65,"1",687.692307692308,44.01,"0"
"2621",6039,514,1047.96,63.18,133.3,47.5,13.78,32.13,0.36,51.4,29,1032,79,37.09,21.21,3.45,0.29,0.69,"1",744.927536231884,30.19,"0"
"2622",6042,502,574.86,120.17,112.71,41.37,15.45,41.77,0.5,43.6,29,559,131,36.61,19.91,2.68,0.37,0.79,"1",635.443037974684,23.69,"0"
"2623",6044,427,784.33,138.19,126.75,45.33,11.99,39.49,0.33,48.3,29,762,143,27.1,19.04,3.78,0.26,0.65,"1",656.923076923077,29.26,"0"
"2624",6045,437,508.74,128.85,117.3,43.89,12.68,3.44,0.4,44.28,29,487,124,173.52,15.49,3.46,0.29,0.79,"1",553.164556962025,28.79,"0"
"2625",6046,428,1282.43,143.66,120.37,47.78,11.4,49.83,0.37,48.84,29,1267,160,47.49,16.24,4.19,0.24,0.67,"1",638.805970149254,32.6,"0"
"2626",6051,438,240.21,185.06,109.88,42.28,13.19,155.77,0.46,42.2,29,224,170,143.67,16.76,3.21,0.31,0.76,"1",576.315789473684,25.44,"0"
"2627",6053,487,1516.96,213.66,128.71,47.9,12.95,4.93,0.37,47.52,29,1492,215,8.47,18.06,3.7,0.27,0.68,"1",716.176470588235,29.46,"0"
"2628",6056,490,922.34,258.03,139.1,53.27,11.71,53.9,0.32,55.47,29,913,281,56.02,18.75,4.55,0.22,0.6,"1",816.666666666667,36.72,"0"
"2629",6057,482,564.44,279.69,126.71,45.27,13.56,84.43,0.38,48.04,29,568,254,92.39,20.36,3.34,0.3,0.66,"1",730.30303030303,27.68,"0"
"2630",6058,578,873.38,291.43,176.21,74.01,9.94,147.32,0.23,73.5,29,841,268,146.09,15.53,7.44,0.13,0.64,"1",903.125,57.97,"0"
"2631",6062,362,1581.08,363.42,117.36,48.44,9.52,100.44,0.33,49.73,29,1577,335,105.15,14.98,5.09,0.2,0.69,"1",524.63768115942,34.75,"0"
"2632",6065,300,951.93,366.19,84.91,29.52,12.94,43.19,0.52,30.81,29,945,378,54.25,18.63,2.28,0.44,0.72,"1",416.666666666667,12.18,"0"
"2633",6069,519,535.72,436.06,138.12,39.39,16.78,177.72,0.34,47.07,29,513,445,12.26,25.6,2.35,0.43,0.61,"1",850.819672131148,21.47,"0"
"2634",6070,351,260.04,438.58,96.67,37.57,11.89,172.29,0.47,40.02,29,243,433,167.01,15.04,3.16,0.32,0.81,"1",433.333333333333,24.98,"0"
"2635",6071,561,338.11,463.91,152.51,55.39,12.9,36.08,0.3,58.6,29,319,481,36.67,21.4,4.3,0.23,0.61,"1",919.672131147541,37.2,"0"
"2636",6072,466,420.62,468.43,133.1,49.83,11.91,20.2,0.33,52.81,29,398,474,18.78,17.46,4.18,0.24,0.73,"1",638.356164383562,35.35,"0"
"2637",6073,449,647.45,475.77,117.3,42.77,13.37,21.58,0.41,44.6,29,627,480,19.65,18.28,3.2,0.31,0.74,"1",606.756756756757,26.32,"0"
"2638",6077,361,1489.29,523.72,122.37,49.26,9.33,23.75,0.3,50.54,29,1468,532,27.07,14.02,5.28,0.19,0.66,"1",546.969696969697,36.52,"0"
"2639",6079,363,1358.1,633.71,113.05,41.93,11.02,36.11,0.36,45.8,29,1344,647,36.12,16.34,3.8,0.26,0.65,"1",558.461538461538,29.46,"0"
"2640",6080,369,1577.69,675.4,114.57,44.85,10.48,14.69,0.35,46.24,29,1557,681,21.57,14.74,4.28,0.23,0.62,"1",595.161290322581,31.5,"0"
"2641",6081,542,827.11,701.53,149.2,54.29,12.71,71.34,0.31,59.91,29,824,727,75.5,19.33,4.27,0.23,0.66,"1",821.212121212121,40.58,"0"
"2642",6082,251,1710.02,695.56,83.98,33.83,9.45,142.22,0.45,34.83,29,1695,684,140.83,12.6,3.58,0.28,0.73,"1",343.835616438356,22.23,"0"
"2643",6084,439,1193.64,706.96,141.3,42.02,13.3,18.33,0.28,50.92,29,1173,718,19.5,21.29,3.16,0.32,0.58,"1",756.896551724138,29.63,"0"
"2644",6085,384,1303.7,731.01,102.81,38.9,12.57,108.21,0.46,42.05,29,1296,709,115.35,16.11,3.09,0.32,0.79,"1",486.075949367089,25.94,"0"
"2645",6091,492,847.54,833.8,143.3,56.34,11.12,178.93,0.3,55.58,29,822,830,171.72,14.02,5.07,0.2,0.72,"1",683.333333333333,41.56,"0"
"2646",6092,512,584.08,851.18,134.37,48.99,13.31,69.61,0.36,51.24,29,580,879,72.98,19.66,3.68,0.27,0.62,"1",825.806451612903,31.58,"0"
"2647",6098,445,1955.32,943.33,173.14,47.68,11.88,57.97,0.19,63.25,29,1937,977,55.3,19.69,4.01,0.25,0.56,"1",794.642857142857,43.56,"0"
"2648",6099,349,1406.66,949.57,95.01,34.33,12.94,139.24,0.49,35.38,29,1396,934,132.71,16.59,2.65,0.38,0.74,"1",471.621621621622,18.79,"0"
"2649",6107,322,1460.88,1076.7,117.2,48.01,8.54,40.08,0.29,50.33,29,1444,1091,40.97,15.53,5.62,0.18,0.61,"1",527.868852459016,34.8,"0"
"2650",6113,505,1301.45,1185.86,153.68,54.74,11.75,114.78,0.27,60.83,29,1286,1155,117.41,19.53,4.66,0.21,0.58,"1",870.689655172414,41.3,"0"
"2651",6114,497,862.06,1179.96,145.1,56.65,11.17,24.64,0.3,55.47,29,839,1194,27.95,17.15,5.07,0.2,0.6,"1",828.333333333333,38.32,"0"
"2652",6120,264,1392.34,1244.32,95.5,34.89,9.63,0.5,0.36,36.67,29,1377,1248,11,13,3.62,0.28,0.66,"1",400,23.67,"0"
"2653",6121,351,1946.62,1265.57,118.57,42.45,10.53,100.46,0.31,46.69,29,1946,1239,99.87,15.76,4.03,0.25,0.58,"1",605.172413793103,30.93,"0"
"2654",6122,452,1134.17,1269.77,141.78,53.38,10.78,71.42,0.28,59.09,29,1125,1294,66.04,15.44,4.95,0.2,0.6,"1",753.333333333333,43.65,"0"
"2655",6123,410,1699.12,1266.73,118.12,36.07,14.47,62.02,0.37,41.18,29,1695,1284,60.95,20.52,2.49,0.4,0.67,"1",611.940298507463,20.66,"0"
"2656",6130,494,1512.51,1427.66,158.07,37.85,16.62,99.8,0.25,50.33,29,1507,1409,110.96,25.49,2.28,0.44,0.55,"1",898.181818181818,24.84,"0"
"2657",6131,402,1187.94,1433.94,115.3,42.22,12.12,65.66,0.38,44.94,29,1184,1454,69.15,17.22,3.48,0.29,0.7,"1",574.285714285714,27.72,"0"
"2658",6133,457,47.41,1490.13,130.02,45.94,12.67,39.05,0.34,51.04,29,31,1503,34.62,19.34,3.63,0.28,0.63,"1",725.396825396825,31.7,"0"
"2659",6134,402,566.54,1496.78,116.12,44.1,11.61,38.43,0.37,46.62,29,550,1508,35.39,15.61,3.8,0.26,0.73,"1",550.684931506849,31.01,"0"
"2660",6135,577,742.15,1509.58,161.14,71.13,10.33,42.85,0.28,70.77,29,719,1533,42.71,14.98,6.89,0.15,0.66,"1",874.242424242424,55.79,"0"
"2661",6136,373,1911.18,1500.73,125.15,54.53,8.71,16.23,0.3,54.08,29,1889,1508,19.44,13.77,6.26,0.16,0.7,"1",532.857142857143,40.31,"0"
"2662",6138,409,331.36,1533.55,119.98,47.53,10.96,9.15,0.36,50.64,29,309,1534,9.09,14.53,4.34,0.23,0.72,"1",568.055555555556,36.11,"0"
"2663",6139,380,1028.45,1539.42,102.57,39.8,12.16,26.92,0.45,41.05,29,1014,1551,34.08,15.83,3.27,0.31,0.76,"1",500,25.22,"0"
"2664",6141,544,569.83,1560.17,139.82,50.1,13.82,152.22,0.35,53.34,29,544,1542,149.59,20.61,3.62,0.28,0.67,"1",811.940298507463,32.73,"0"
"2665",6142,454,1793.81,1583.96,129.88,42.33,13.65,95.5,0.34,46.53,29,1795,1558,98.65,19.66,3.1,0.32,0.61,"1",744.262295081967,26.87,"0"
