ID,Area,Perim.,Major,Minor,Circ.,Feret,MinFeret,AR,Solidity,Convex,FeretRatio,Germinated,Debris
1,165,48.53,17.24,12.19,0.88,17.89,12.96,1.41,0.9,183,0.724,0,0
2,240,85.25,32.61,9.37,0.41,33.73,12.42,3.48,0.69,347,0.368,1,0
3,410,153.88,58.96,8.85,0.22,61.81,14.99,6.66,0.52,788,0.243,1,0
4,322,117.88,38.19,10.74,0.29,47.42,16.17,3.56,0.53,607,0.341,1,0
5,379,156.95,53.83,8.96,0.19,64.76,15.38,6.0,0.47,806,0.237,1,0
6,190,63.6,22.94,10.54,0.59,25.24,13.65,2.18,0.77,246,0.541,0,0
7,127,44.87,16.24,9.95,0.79,16.76,10.61,1.63,0.9,141,0.633,0,0
8,297,112.57,42.13,8.98,0.29,47.85,15.21,4.69,0.6,495,0.318,1,0
9,294,105.25,37.8,9.9,0.33,42.72,15.14,3.82,0.64,459,0.354,1,0
10,260,81.15,31.93,10.37,0.5,33.3,13.78,3.08,0.74,351,0.414,1,0
11,302,97.64,35.29,10.9,0.4,39.2,16.44,3.24,0.65,464,0.419,1,0
12,347,159.92,38.53,11.47,0.17,57.71,20.96,3.36,0.38,913,0.363,1,0
13,331,149.58,56.24,7.49,0.19,62.43,13.33,7.5,0.46,719,0.214,1,0
14,253,75.5,30.19,10.67,0.56,32.56,12.84,2.83,0.84,301,0.394,0,0
15,146,49.36,18.21,10.21,0.75,20.25,11.31,1.78,0.88,165,0.559,0,0
16,151,49.46,14.74,13.05,0.78,17.8,13.0,1.13,0.9,167,0.73,0,0
17,226,96.67,33.84,8.5,0.3,42.06,12.37,3.98,0.64,353,0.294,1,0
18,206,66.77,24.79,10.58,0.58,25.96,11.84,2.34,0.84,245,0.456,0,0
19,318,126.61,45.79,8.84,0.25,52.55,14.13,5.18,0.55,578,0.269,1,0
20,328,142.27,46.11,9.06,0.2,57.43,15.38,5.09,0.44,745,0.268,1,0
21,222,74.43,29.17,9.69,0.5,28.23,12.24,3.01,0.77,288,0.434,0,0
22,268,88.43,36.42,9.37,0.43,36.4,12.09,3.89,0.74,362,0.332,1,0
23,225,80.53,32.57,8.8,0.44,34.48,11.7,3.7,0.77,292,0.339,1,0
24,220,82.43,33.16,8.45,0.41,35.23,11.0,3.92,0.75,293,0.312,1,0
25,282,104.27,45.31,7.92,0.33,45.45,11.41,5.72,0.71,397,0.251,1,0
26,415,181.34,57.61,9.17,0.16,78.26,16.23,6.28,0.43,965,0.207,1,0
27,204,102.77,37.57,6.91,0.24,44.41,11.01,5.43,0.57,357,0.248,1,0
28,128,42.28,15.32,10.64,0.9,16.64,11.31,1.44,0.91,140,0.68,0,0
29,390,169.68,24.2,20.52,0.17,44.65,35.25,1.18,0.38,1026,0.789,-1,1
30,287,122.61,41.91,8.72,0.24,53.15,13.2,4.81,0.51,562,0.248,1,0
31,312,128.02,49.02,8.1,0.24,56.3,12.4,6.05,0.6,520,0.22,1,0
32,171,51.11,18.93,11.5,0.82,20.62,12.63,1.65,0.9,190,0.613,0,0
33,170,55.7,19.14,11.31,0.69,21.19,12.0,1.69,0.86,197,0.566,0,0
34,136,88.18,31.84,5.44,0.22,39.05,8.76,5.85,0.55,247,0.224,-1,1
35,137,72.18,29.92,5.83,0.33,31.26,7.7,5.13,0.75,182,0.246,-1,1
36,413,165.14,63.58,8.27,0.19,69.63,15.86,7.69,0.5,826,0.228,1,0
37,301,115.3,42.7,8.97,0.28,45.28,12.52,4.76,0.6,501,0.277,1,0
38,424,187.38,60.86,8.87,0.15,74.2,19.9,6.86,0.38,1115,0.268,1,0
39,283,98.23,38.84,9.28,0.37,39.81,13.34,4.19,0.65,435,0.335,1,0
40,234,76.18,26.02,11.45,0.51,28.46,14.29,2.27,0.77,303,0.502,1,0
41,249,103.54,39.34,8.06,0.29,44.6,12.02,4.88,0.61,408,0.27,1,0
42,157,77.01,20.92,9.56,0.33,27.31,15.51,2.19,0.59,266,0.568,-1,1
43,205,66.08,23.38,11.16,0.59,26.25,12.94,2.09,0.84,244,0.493,0,0
44,248,97.84,38.53,8.2,0.33,43.05,11.0,4.7,0.7,354,0.256,1,0
45,251,79.01,29.88,10.7,0.51,32.7,14.12,2.79,0.73,343,0.432,1,0
46,265,102.33,41.68,8.09,0.32,44.15,11.77,5.15,0.72,368,0.267,1,0
47,345,124.33,36.55,12.02,0.28,42.76,18.36,3.04,0.56,616,0.429,1,0
48,165,48.87,17.87,11.76,0.87,19.21,12.65,1.52,0.93,177,0.659,0,0
49,141,84.67,28.92,6.21,0.25,35.17,9.71,4.66,0.55,256,0.276,-1,1
50,189,62.53,23.59,10.2,0.61,25.96,11.0,2.31,0.89,212,0.424,0,0
51,322,120.23,43.14,9.5,0.28,43.68,14.51,4.54,0.57,564,0.332,1,0
52,378,142.61,32.4,14.85,0.23,44.94,24.23,2.18,0.45,840,0.539,1,0
53,385,142.02,48.98,10.01,0.24,55.03,16.92,4.89,0.52,740,0.307,1,0
54,324,116.81,46.12,8.94,0.3,50.6,13.5,5.16,0.67,483,0.267,1,0
55,299,112.08,49.09,7.75,0.3,48.26,12.0,6.33,0.69,433,0.249,1,0
56,165,47.94,16.93,12.41,0.9,17.72,13.44,1.37,0.9,183,0.758,0,0
57,315,99.5,43.02,9.32,0.4,43.66,13.21,4.62,0.72,437,0.303,1,0
58,357,141.74,62.2,7.31,0.22,61.98,11.38,8.51,0.56,637,0.184,1,0
59,114,46.04,16.08,9.03,0.68,17.09,11.0,1.78,0.83,137,0.644,-1,1
60,334,111.4,43.47,9.78,0.34,42.95,15.1,4.44,0.62,538,0.352,1,0
61,179,49.46,18.17,12.54,0.92,18.79,13.0,1.45,0.94,190,0.692,0,0
62,428,169.88,52.45,10.39,0.19,72.24,17.73,5.05,0.45,951,0.245,1,0
63,126,41.7,14.33,11.2,0.91,15.26,11.87,1.28,0.91,138,0.778,0,0
64,208,80.57,28.4,9.32,0.4,31.78,12.97,3.05,0.71,292,0.408,-1,1
65,164,48.28,17.85,11.7,0.88,18.87,12.86,1.53,0.92,178,0.682,0,0
66,382,143.92,56.75,8.57,0.23,60.46,13.8,6.62,0.54,707,0.228,1,0
67,549,141.58,48.92,14.29,0.34,50.22,22.03,3.42,0.71,773,0.439,-1,1
68,250,73.84,24.7,12.89,0.58,27.51,16.37,1.92,0.78,320,0.595,0,0
69,154,52.28,19.56,10.02,0.71,20.62,11.0,1.95,0.86,179,0.533,0,0
70,140,44.87,15.33,11.63,0.87,16.28,12.0,1.32,0.91,153,0.737,0,0
71,237,68.77,24.04,12.55,0.63,27.8,14.56,1.92,0.84,282,0.524,0,0
72,212,58.77,20.44,13.21,0.77,22.14,14.0,1.55,0.9,235,0.632,0,0
73,198,62.53,22.41,11.25,0.64,23.77,12.16,1.99,0.83,238,0.512,0,0
74,172,55.6,21.44,10.21,0.7,22.67,11.31,2.1,0.87,197,0.499,0,0
75,173,64.67,21.15,10.41,0.52,25.08,12.94,2.03,0.77,224,0.516,0,0
76,216,61.84,23.07,11.92,0.71,24.21,13.12,1.93,0.87,248,0.542,0,0
77,286,76.67,28.03,12.99,0.61,29.68,15.84,2.16,0.81,353,0.534,0,0
78,582,127.3,33.29,22.26,0.45,37.22,27.78,1.5,0.8,727,0.746,-1,1
79,241,77.5,25.85,11.87,0.5,27.02,14.91,2.18,0.73,330,0.552,1,0
80,255,77.01,28.72,11.3,0.54,30.23,14.06,2.54,0.75,340,0.465,1,0
81,233,72.77,27.84,10.66,0.55,30.46,13.0,2.61,0.84,277,0.427,0,0
82,191,60.28,20.42,11.91,0.66,23.43,13.86,1.71,0.85,224,0.592,0,0
83,197,63.25,20.39,12.3,0.62,21.1,14.28,1.66,0.82,240,0.677,0,0
84,241,81.15,28.5,10.77,0.46,32.56,13.98,2.65,0.74,325,0.429,1,0
85,179,55.11,20.01,11.39,0.74,21.95,13.44,1.76,0.86,208,0.612,0,0
86,200,55.11,16.83,15.13,0.83,18.68,15.0,1.11,0.91,219,0.803,0,0
87,401,83.15,29.54,17.28,0.73,30.02,19.76,1.71,0.88,455,0.658,-1,1
88,236,67.6,25.11,11.97,0.65,26.08,14.63,2.1,0.81,291,0.561,1,0
89,268,78.43,29.94,11.4,0.55,31.76,13.87,2.63,0.79,339,0.437,0,0
90,194,59.36,22.39,11.03,0.69,24.76,13.31,2.03,0.86,225,0.538,0,0
91,188,55.7,19.93,12.01,0.76,21.19,12.0,1.66,0.91,206,0.566,0,0
92,193,64.18,22.7,10.82,0.59,24.33,13.0,2.1,0.83,232,0.534,0,0
93,215,64.53,24.27,11.28,0.65,25.5,13.0,2.15,0.85,252,0.51,0,0
94,221,72.18,24.38,11.54,0.53,28.84,13.74,2.11,0.79,279,0.476,0,0
95,258,80.67,31.72,10.36,0.5,34.06,13.54,3.06,0.76,339,0.398,1,0
96,173,57.01,18.41,11.96,0.67,21.54,13.33,1.54,0.83,208,0.619,0,0
97,418,122.95,48.69,10.93,0.35,52.4,13.67,4.45,0.72,580,0.261,-1,1
98,322,70.91,22.39,18.31,0.8,23.71,18.38,1.22,0.9,357,0.775,-1,1
99,202,64.18,23.17,11.1,0.62,25.24,13.71,2.09,0.82,246,0.543,0,0
100,243,71.84,25.2,12.28,0.59,26.0,14.0,2.05,0.8,303,0.538,0,0
101,245,79.84,29.57,10.55,0.48,31.05,14.36,2.8,0.75,326,0.462,1,0
102,180,51.6,18.75,12.22,0.85,19.31,13.36,1.53,0.89,202,0.692,0,0
103,430,115.64,32.93,16.63,0.4,35.47,21.0,1.98,0.75,573,0.592,-1,1
104,527,183.38,44.69,15.01,0.2,65.86,24.23,2.98,0.48,1097,0.368,-1,1
105,217,86.08,28.77,9.6,0.37,32.56,12.73,3.0,0.66,328,0.391,1,0
106,126,45.11,16.06,9.99,0.78,17.46,11.31,1.61,0.89,141,0.648,0,0
107,161,48.87,18.36,11.16,0.85,18.68,11.5,1.64,0.9,178,0.616,0,0
108,266,90.53,38.44,8.81,0.41,38.12,11.26,4.36,0.78,341,0.295,1,0
109,570,184.55,34.21,21.21,0.21,48.27,29.89,1.61,0.53,1075,0.619,-1,1
110,316,138.37,54.47,7.39,0.21,58.69,12.83,7.37,0.53,596,0.219,1,0
111,170,72.43,18.44,11.74,0.41,25.96,15.25,1.57,0.67,253,0.587,-1,1
112,139,44.87,16.11,10.99,0.87,17.26,11.0,1.47,0.91,152,0.637,0,0
113,263,99.25,40.49,8.27,0.34,41.59,12.09,4.89,0.67,392,0.291,1,0
114,270,98.91,37.83,9.09,0.35,41.44,12.56,4.16,0.67,402,0.303,1,0
115,268,85.84,32.19,10.6,0.46,34.23,12.79,3.04,0.75,357,0.374,1,0
116,147,45.46,16.77,11.16,0.89,17.46,11.0,1.5,0.92,159,0.63,0,0
117,116,57.7,20.5,7.21,0.44,23.09,9.66,2.84,0.67,173,0.418,-1,1
118,167,49.46,18.75,11.34,0.86,19.92,11.0,1.65,0.94,177,0.552,0,0
119,230,91.05,36.59,8.0,0.35,39.12,12.73,4.57,0.64,359,0.325,1,0
120,218,82.08,28.29,9.81,0.41,35.11,12.8,2.88,0.72,302,0.365,1,0
121,332,126.27,54.66,7.73,0.26,56.4,13.06,7.07,0.59,562,0.232,1,0
122,238,85.98,31.87,9.51,0.4,34.83,12.96,3.35,0.66,360,0.372,1,0
123,116,41.8,14.93,9.89,0.83,15.52,10.0,1.51,0.91,127,0.644,0,0
124,122,41.8,14.77,10.52,0.88,16.12,11.0,1.4,0.92,132,0.682,0,0
125,139,57.01,18.23,9.71,0.54,22.56,11.42,1.88,0.77,180,0.506,0,0
126,433,158.99,41.9,13.16,0.22,51.4,21.13,3.18,0.51,849,0.411,1,0
127,221,77.5,29.14,9.66,0.46,31.3,12.43,3.02,0.75,294,0.397,1,0
128,298,96.08,32.9,11.53,0.41,35.23,16.11,2.85,0.65,458,0.457,1,0
129,224,67.36,26.7,10.68,0.62,27.66,11.51,2.5,0.86,260,0.416,0,0
130,277,98.67,26.97,13.08,0.36,31.62,17.93,2.06,0.65,426,0.567,1,0
131,345,122.81,33.91,12.95,0.29,39.62,24.0,2.62,0.52,663,0.606,1,0
132,278,97.5,36.86,9.6,0.37,39.56,13.62,3.84,0.66,421,0.344,1,0
133,125,45.7,13.45,11.83,0.75,16.12,12.73,1.14,0.84,148,0.79,0,0
134,147,45.7,16.32,11.47,0.88,16.76,12.07,1.42,0.91,161,0.72,0,0
135,154,47.7,17.86,10.98,0.85,19.21,12.02,1.63,0.91,169,0.626,0,0
136,137,48.04,16.42,10.62,0.75,19.24,11.48,1.55,0.88,155,0.597,0,0
137,125,42.28,16.06,9.91,0.88,16.55,10.46,1.62,0.91,137,0.632,0,0
138,171,57.01,18.7,11.64,0.66,20.25,13.66,1.61,0.82,208,0.675,0,0
139,176,54.18,20.52,10.92,0.75,21.4,11.75,1.88,0.86,204,0.549,0,0
140,204,63.84,21.68,11.98,0.63,24.17,13.46,1.81,0.81,251,0.557,0,0
141,132,47.11,15.8,10.64,0.75,17.89,11.93,1.48,0.87,151,0.667,0,0
142,247,67.6,23.76,13.24,0.68,25.0,15.29,1.8,0.84,294,0.612,0,0
143,182,62.28,20.28,11.43,0.59,23.35,14.42,1.77,0.76,239,0.618,0,0
144,260,77.84,27.93,11.85,0.54,31.14,15.4,2.36,0.76,342,0.495,0,0
145,199,60.87,20.75,12.21,0.67,22.47,13.58,1.7,0.85,234,0.604,0,0
146,235,63.36,23.12,12.94,0.74,24.6,14.41,1.79,0.87,270,0.586,0,0
147,129,45.21,15.33,10.71,0.79,17.49,11.5,1.43,0.87,148,0.658,0,0
148,149,55.94,18.55,10.23,0.6,22.02,12.29,1.81,0.8,186,0.558,0,0
149,165,56.53,20.24,10.38,0.65,21.95,11.88,1.95,0.85,194,0.541,0,0
150,163,47.46,16.9,12.28,0.91,17.46,12.0,1.38,0.94,173,0.687,0,0
151,150,46.04,17.36,11.0,0.89,18.38,11.0,1.58,0.93,161,0.598,0,0
152,258,60.77,18.81,17.46,0.88,20.25,18.02,1.08,0.91,283,0.89,-1,1
153,305,79.6,30.64,12.67,0.6,31.02,13.71,2.42,0.89,342,0.442,-1,1
154,211,56.87,19.57,13.73,0.82,20.62,14.0,1.43,0.91,231,0.679,0,0
155,230,59.36,19.91,14.71,0.82,21.54,15.0,1.35,0.9,255,0.696,0,0
156,191,53.11,19.03,12.78,0.85,20.62,13.0,1.49,0.91,209,0.63,0,0
157,151,48.87,17.02,11.3,0.79,18.03,11.84,1.51,0.9,167,0.657,0,0
158,137,43.8,15.09,11.56,0.9,15.81,11.0,1.31,0.93,147,0.696,0,0
159,140,47.36,17.54,10.16,0.78,18.38,11.37,1.73,0.86,162,0.619,0,0
160,238,73.84,25.09,12.08,0.55,26.31,15.69,2.08,0.79,301,0.596,-1,1
161,134,49.11,15.94,10.7,0.7,18.38,11.0,1.49,0.85,157,0.598,0,0
162,171,58.77,23.86,9.13,0.62,24.35,11.07,2.61,0.82,208,0.455,0,0
163,123,49.36,18.03,8.69,0.63,19.85,10.35,2.08,0.82,150,0.521,-1,1
164,185,57.11,21.02,11.2,0.71,21.21,12.0,1.88,0.88,210,0.566,0,0
165,224,88.57,35.42,8.05,0.36,39.12,11.3,4.4,0.7,320,0.289,1,0
166,310,119.3,33.14,11.91,0.27,37.59,18.34,2.78,0.61,508,0.488,1,0
167,302,111.88,39.91,9.64,0.3,46.17,14.9,4.14,0.68,444,0.323,-1,1
168,158,62.67,19.91,10.11,0.51,24.41,12.02,1.97,0.78,202,0.492,0,0
169,175,60.18,22.35,9.97,0.61,23.6,12.73,2.24,0.82,213,0.539,0,0
170,231,73.5,28.66,10.26,0.54,30.61,12.81,2.79,0.8,288,0.418,0,0
171,144,46.04,16.22,11.31,0.85,16.76,11.0,1.43,0.92,156,0.656,0,0
172,210,69.6,25.8,10.36,0.54,27.31,13.08,2.49,0.78,269,0.479,0,0
173,228,115.64,34.78,8.35,0.21,47.27,13.29,4.17,0.48,475,0.281,-1,1
174,150,46.28,16.82,11.36,0.88,17.8,12.0,1.48,0.93,161,0.674,0,0
175,108,49.11,15.96,8.62,0.56,18.97,11.21,1.85,0.75,144,0.591,-1,1
176,187,63.01,23.25,10.24,0.59,25.55,12.67,2.27,0.78,239,0.496,0,0
177,118,41.21,15.1,9.95,0.87,15.65,10.59,1.52,0.91,129,0.677,0,0
178,146,47.46,17.88,10.4,0.81,18.97,11.0,1.72,0.92,158,0.58,0,0
179,389,124.57,44.59,11.11,0.32,52.77,13.99,4.01,0.74,525,0.265,-1,1
180,148,79.15,23.26,8.1,0.3,30.46,12.52,2.87,0.52,284,0.411,-1,1
181,141,44.38,15.63,11.49,0.9,17.2,11.0,1.36,0.95,148,0.64,0,0
182,160,98.08,25.15,8.1,0.21,34.54,16.25,3.11,0.41,390,0.47,-1,1
183,152,47.46,16.36,11.83,0.85,17.72,12.0,1.38,0.9,168,0.677,0,0
184,298,125.5,44.31,8.56,0.24,52.63,14.18,5.17,0.53,562,0.269,1,0
185,151,51.7,20.05,9.59,0.71,21.59,10.0,2.09,0.88,171,0.463,0,0
186,110,37.8,13.21,10.6,0.97,13.93,10.0,1.25,0.94,117,0.718,0,0
187,311,101.74,40.9,9.68,0.38,41.98,12.87,4.22,0.73,426,0.307,1,0
188,334,130.95,43.12,9.86,0.24,50.0,15.49,4.37,0.54,618,0.31,1,0
189,498,131.2,45.16,14.04,0.36,49.04,19.17,3.22,0.68,732,0.391,-1,1
190,380,133.3,40.64,11.91,0.27,50.29,20.17,3.41,0.53,716,0.401,1,0
191,232,75.84,28.44,10.39,0.51,29.21,13.13,2.74,0.74,313,0.45,1,0
192,283,91.98,38.32,9.4,0.42,38.91,12.94,4.07,0.74,382,0.333,1,0
193,194,69.01,25.11,9.84,0.51,26.48,12.0,2.55,0.77,251,0.453,0,0
194,231,74.91,29.73,9.89,0.52,32.2,12.96,3.01,0.78,296,0.402,1,0
195,110,71.5,23.04,6.08,0.27,27.89,9.62,3.79,0.54,203,0.345,-1,1
196,302,109.78,45.3,8.49,0.31,49.2,11.78,5.34,0.69,437,0.239,1,0
197,188,55.11,19.23,12.45,0.78,20.81,13.34,1.54,0.9,208,0.641,0,0
198,205,71.25,26.7,9.78,0.51,28.6,13.44,2.73,0.75,273,0.47,0,0
199,246,95.5,33.32,9.4,0.34,37.34,12.72,3.54,0.68,361,0.341,1,0
200,201,61.94,23.13,11.06,0.66,25.5,12.45,2.09,0.85,236,0.488,0,0
201,295,75.6,30.81,12.19,0.65,30.41,13.02,2.53,0.87,339,0.428,-1,1
202,501,140.75,26.41,24.15,0.32,37.8,31.53,1.09,0.6,835,0.834,-1,1
203,169,49.21,17.75,12.12,0.88,18.36,12.0,1.46,0.93,181,0.654,0,0
204,156,51.36,18.09,10.98,0.74,19.42,12.77,1.65,0.84,185,0.658,0,0
205,123,50.18,20.51,7.64,0.61,20.62,9.43,2.69,0.77,159,0.457,-1,1
206,113,40.87,14.04,10.24,0.85,14.56,11.0,1.37,0.89,126,0.755,-1,1
207,191,65.11,24.92,9.76,0.57,26.68,10.71,2.55,0.84,227,0.401,-1,1
208,199,62.43,21.79,11.63,0.64,24.21,13.42,1.87,0.85,234,0.554,0,0
209,385,92.57,37.04,13.23,0.56,37.48,16.65,2.8,0.8,481,0.444,-1,1
210,132,46.04,15.5,10.84,0.78,17.09,11.0,1.43,0.89,148,0.644,0,0
211,137,44.04,15.93,10.95,0.89,17.03,12.02,1.45,0.92,148,0.706,0,0
212,234,86.33,33.08,9.01,0.39,36.24,12.52,3.67,0.68,344,0.345,1,0
213,175,49.7,17.82,12.5,0.89,18.44,13.0,1.43,0.92,190,0.705,0,0
214,276,101.15,42.34,8.3,0.34,43.66,12.79,5.1,0.68,405,0.293,1,0
215,169,57.11,21.87,9.84,0.65,24.19,11.0,2.22,0.85,198,0.455,0,0
216,285,77.36,32.54,11.15,0.6,30.81,12.04,2.92,0.87,327,0.391,-1,1
217,359,93.98,32.67,13.99,0.51,35.9,17.25,2.33,0.74,485,0.481,-1,1
218,173,51.11,19.4,11.36,0.83,20.0,11.93,1.71,0.92,188,0.597,0,0
219,108,40.87,15.47,8.89,0.81,16.28,9.7,1.74,0.88,122,0.596,0,0
220,168,48.87,18.19,11.76,0.88,18.38,11.93,1.55,0.92,182,0.649,0,0
221,252,74.18,25.52,12.57,0.58,26.0,14.0,2.03,0.83,303,0.538,-1,1
222,164,50.04,19.05,10.96,0.82,19.72,11.55,1.74,0.93,176,0.586,0,0
223,168,49.11,18.45,11.6,0.88,19.65,12.0,1.59,0.92,182,0.611,0,0
224,229,63.11,20.33,14.34,0.72,23.35,16.64,1.42,0.86,266,0.713,0,0
225,255,89.15,35.57,9.13,0.4,38.28,11.51,3.9,0.76,335,0.301,1,0
226,132,43.11,15.74,10.68,0.89,16.49,11.38,1.47,0.91,145,0.69,0,0
227,418,126.12,42.44,12.54,0.33,51.2,16.94,3.39,0.64,653,0.331,-1,1
228,360,150.07,59.65,7.68,0.2,68.12,15.14,7.76,0.51,705,0.222,1,0
229,189,62.77,24.19,9.95,0.6,24.52,12.36,2.43,0.78,242,0.504,0,0
230,233,71.01,28.02,10.59,0.58,28.79,13.03,2.65,0.78,298,0.453,0,0
231,361,146.61,52.06,8.83,0.21,57.87,14.13,5.9,0.49,736,0.244,1,0
232,301,110.33,46.2,8.3,0.31,48.47,12.33,5.57,0.7,430,0.254,1,0
233,354,135.92,52.71,8.55,0.24,57.45,13.86,6.17,0.55,643,0.241,1,0
234,114,39.8,13.62,10.66,0.9,14.56,10.0,1.28,0.93,122,0.687,0,0
235,184,70.28,27.59,8.49,0.47,30.41,10.0,3.25,0.79,232,0.329,0,0
236,199,66.18,23.98,10.57,0.57,26.93,12.26,2.27,0.84,236,0.455,0,0
237,182,60.18,23.83,9.72,0.63,24.74,11.16,2.45,0.85,214,0.451,0,0
238,126,44.04,15.93,10.07,0.82,17.2,10.98,1.58,0.91,138,0.638,0,0
239,201,65.6,24.53,10.43,0.59,26.93,12.85,2.35,0.8,251,0.477,0,0
240,245,76.18,30.6,10.19,0.53,30.08,12.72,3.0,0.76,322,0.423,0,0
241,216,78.57,31.27,8.79,0.44,31.62,12.07,3.56,0.76,284,0.382,1,0
242,186,59.84,20.89,11.34,0.65,23.26,13.46,1.84,0.83,224,0.579,0,0
243,369,161.68,44.91,10.46,0.18,57.49,21.52,4.29,0.41,900,0.374,1,0
244,368,125.05,33.57,13.96,0.3,41.0,21.0,2.41,0.58,634,0.512,1,0
245,222,74.91,28.49,9.92,0.5,30.53,13.54,2.87,0.74,300,0.443,1,0
246,241,98.91,36.05,8.51,0.31,41.59,13.36,4.24,0.63,382,0.321,1,0
247,262,89.4,37.05,9.0,0.41,39.7,12.73,4.11,0.74,354,0.321,1,0
248,233,94.33,37.54,7.9,0.33,39.22,11.88,4.75,0.63,369,0.303,1,0
249,211,86.08,34.85,7.71,0.36,36.24,11.35,4.52,0.63,334,0.313,1,0
250,273,101.98,38.87,8.94,0.33,42.95,13.67,4.35,0.65,420,0.318,1,0
251,283,113.05,33.9,10.63,0.28,42.15,17.55,3.19,0.5,566,0.416,1,0
252,319,121.64,44.94,9.04,0.27,50.99,13.98,4.97,0.54,590,0.274,1,0
253,289,99.74,42.33,8.69,0.37,43.86,12.88,4.87,0.73,395,0.294,1,0
254,296,126.95,40.12,9.39,0.23,52.43,15.71,4.27,0.47,629,0.3,1,0
255,283,88.67,29.9,12.05,0.45,33.84,15.95,2.48,0.68,416,0.471,1,0
256,179,53.7,19.59,11.64,0.78,20.81,12.66,1.68,0.88,203,0.608,0,0
257,277,93.64,26.84,13.14,0.4,33.11,16.55,2.04,0.69,401,0.5,-1,1
258,207,54.28,18.99,13.88,0.88,20.0,15.2,1.37,0.93,222,0.76,0,0
259,160,47.94,17.54,11.62,0.87,18.03,12.68,1.51,0.9,177,0.703,0,0
260,105,43.46,16.93,7.9,0.7,18.25,8.72,2.14,0.86,122,0.478,-1,1
261,184,75.01,25.04,9.36,0.41,30.61,13.57,2.68,0.67,274,0.443,0,0
262,247,88.91,31.4,10.01,0.39,33.24,12.9,3.14,0.69,357,0.388,1,0
263,132,44.63,15.5,10.84,0.83,16.64,12.0,1.43,0.89,148,0.721,0,0
264,198,117.15,50.24,5.02,0.18,51.87,9.1,10.01,0.51,388,0.175,1,0
265,110,40.04,13.61,10.29,0.86,14.56,11.0,1.32,0.89,123,0.755,0,0
266,315,149.34,43.13,9.3,0.18,62.37,15.56,4.64,0.39,807,0.249,1,0
267,298,105.15,42.16,9.0,0.34,41.59,11.93,4.68,0.68,438,0.287,1,0
268,206,71.6,26.01,10.08,0.5,28.28,13.0,2.58,0.77,267,0.46,1,0
269,117,38.97,13.31,11.19,0.97,15.0,11.0,1.19,0.96,121,0.733,0,0
270,395,130.37,40.27,12.49,0.29,48.26,17.68,3.22,0.68,580,0.366,-1,1
271,133,54.77,17.47,9.69,0.56,21.38,12.0,1.8,0.78,170,0.561,0,0
272,360,146.23,60.49,7.58,0.21,63.56,12.41,7.98,0.58,620,0.195,1,0
273,271,81.25,33.08,10.43,0.52,33.54,12.94,3.17,0.81,334,0.386,1,0
274,288,95.6,37.93,9.67,0.4,36.67,11.69,3.92,0.73,394,0.319,1,0
275,217,72.77,27.08,10.2,0.51,31.05,13.0,2.65,0.82,264,0.419,0,0
276,206,85.98,32.1,8.17,0.35,38.29,12.02,3.93,0.69,298,0.314,1,0
277,143,43.46,14.99,12.15,0.95,15.81,12.73,1.23,0.94,152,0.805,0,0
278,245,99.98,32.99,9.46,0.31,40.85,14.07,3.49,0.58,422,0.344,1,0
279,245,104.33,34.74,8.98,0.28,40.61,11.77,3.87,0.6,408,0.29,1,0
280,212,63.01,22.96,11.76,0.67,25.0,13.86,1.95,0.85,249,0.554,0,0
281,172,55.7,19.88,11.02,0.7,22.14,12.0,1.8,0.87,197,0.542,0,0
282,247,81.25,30.09,10.45,0.47,31.78,13.0,2.88,0.78,316,0.409,1,0
283,256,83.6,32.98,9.88,0.46,33.73,13.0,3.34,0.77,332,0.385,1,0
284,238,72.43,27.79,10.9,0.57,29.73,13.31,2.55,0.8,297,0.448,0,0
285,248,76.77,29.67,10.64,0.53,30.59,12.0,2.79,0.83,298,0.392,1,0
286,260,93.15,35.44,9.34,0.38,38.28,13.48,3.79,0.72,361,0.352,1,0
287,220,78.67,27.17,10.31,0.45,30.87,15.07,2.63,0.67,328,0.488,1,0
288,199,59.94,21.71,11.67,0.7,23.54,13.0,1.86,0.87,228,0.552,0,0
289,219,71.36,28.04,9.94,0.54,29.43,12.0,2.82,0.8,273,0.408,1,0
290,189,54.53,20.35,11.82,0.8,21.63,13.28,1.72,0.89,212,0.614,0,0
291,172,49.46,18.28,11.98,0.88,19.24,12.0,1.53,0.93,184,0.624,0,0
292,179,50.87,18.49,12.32,0.87,18.97,12.97,1.5,0.93,192,0.684,0,0
293,364,131.68,52.21,8.88,0.26,55.0,12.8,5.88,0.6,606,0.233,1,0
294,345,137.34,53.91,8.15,0.23,57.14,12.52,6.62,0.53,650,0.219,1,0
295,220,77.36,29.88,9.38,0.46,31.78,11.0,3.19,0.82,268,0.346,0,0
296,299,113.98,41.07,9.27,0.29,48.08,12.74,4.43,0.59,506,0.265,1,0
297,223,92.57,31.87,8.91,0.33,38.08,11.99,3.58,0.64,348,0.315,1,0
298,168,61.6,20.11,10.64,0.56,25.24,12.76,1.89,0.79,212,0.506,0,0
299,280,101.84,39.12,9.11,0.34,43.17,14.0,4.29,0.67,417,0.324,1,0
300,444,131.68,32.52,17.38,0.32,44.82,22.9,1.87,0.66,672,0.511,-1,1
301,255,97.15,35.55,9.13,0.34,39.05,12.33,3.89,0.64,398,0.316,1,0
302,320,108.47,37.94,10.74,0.34,40.0,15.4,3.53,0.6,533,0.385,1,0
