ID,Area,Perim.,Major,Minor,Circ.,Feret,MinFeret,AR,germination
8680,229,61.36,24.1,12.1,0.76,24.17,13.02,1.99,0
7144,243,68.43,23.31,13.27,0.65,25.08,16.26,1.76,0
4451,221,57.46,19.97,14.09,0.84,22.02,15.97,1.42,0
1420,126,42.87,16.296,9.844,0.862,16.763,10.0,1.655,0
2853,209,63.698,24.616,10.81,0.647,25.495,12.183,2.277,0
1166,131,44.042,17.661,9.444,0.849,17.72,10.0,1.87,0
1095,114,41.456,15.444,9.398,0.834,16.155,10.0,1.643,0
415,177,55.941,18.58,12.129,0.711,19.925,13.645,1.532,0
9399,110,39.46,12.3,11.39,0.89,13.89,12.0,1.08,0
5685,222,57.94,21.94,12.88,0.83,22.8,14.14,1.7,0
6781,122,44.28,15.63,9.94,0.78,17.0,11.66,1.57,0
2552,265,73.255,27.571,12.238,0.621,29.155,14.2,2.253,0
5708,155,52.28,14.35,13.75,0.71,17.09,14.0,1.04,0
2457,194,54.77,19.878,12.426,0.813,21.932,14.0,1.6,0
2059,154,47.698,17.849,10.986,0.851,18.358,12.005,1.625,0
3482,189,53.11,18.23,13.2,0.84,19.24,13.63,1.38,0
9593,122,45.7,14.1,11.02,0.73,15.81,12.36,1.28,0
8618,205,59.94,22.75,11.47,0.72,23.85,13.04,1.98,0
8523,214,57.11,20.61,13.22,0.82,22.36,13.0,1.56,0
7741,325,86.43,34.34,12.05,0.55,38.01,14.85,2.85,0
9182,325,96.91,31.93,12.96,0.43,33.53,15.72,2.46,0
4215,161,51.46,16.13,12.71,0.76,18.38,14.0,1.27,0
1398,108,38.627,13.996,9.825,0.91,14.56,10.0,1.425,0
7255,101,41.46,13.01,9.88,0.74,14.76,11.0,1.32,0
6030,317,88.81,34.71,11.63,0.51,36.8,15.4,2.98,0
5547,201,59.7,17.21,14.87,0.71,19.85,15.75,1.16,0
427,183,53.799,20.238,11.513,0.795,20.616,12.0,1.758,0
2603,221,61.355,21.569,13.046,0.738,24.083,14.0,1.653,0
6305,235,62.43,21.5,13.91,0.76,21.95,15.09,1.55,0
8996,142,45.46,15.81,11.43,0.86,17.0,12.59,1.38,0
8040,169,53.7,18.3,11.76,0.74,20.0,13.73,1.56,0
7066,171,48.87,17.52,12.43,0.9,18.6,13.58,1.41,0
7767,239,59.7,21.79,13.96,0.84,23.32,15.0,1.56,0
64,185,58.527,21.341,11.037,0.679,23.022,12.481,1.933,0
9309,206,54.87,18.54,14.15,0.86,19.42,14.0,1.31,0
9612,111,40.04,13.03,10.84,0.87,14.42,11.71,1.2,0
4279,247,62.63,24.64,12.76,0.79,24.7,13.0,1.93,0
3477,194,52.87,18.32,13.48,0.87,18.97,14.0,1.36,0
5941,225,57.94,22.46,12.76,0.84,23.6,14.14,1.76,0
1813,148,46.627,18.078,10.424,0.855,18.439,10.0,1.734,0
3573,192,52.77,20.55,11.9,0.87,21.1,12.73,1.73,0
9236,106,37.21,12.11,11.14,0.96,13.04,11.0,1.09,0
4022,190,69.94,22.52,10.74,0.49,26.0,13.82,2.1,0
8064,150,47.94,15.11,12.64,0.82,16.28,13.8,1.19,0
3334,198,60.426,21.147,11.921,0.681,22.361,13.864,1.774,0
1388,109,38.627,13.886,9.994,0.918,14.318,10.0,1.389,0
1759,125,42.042,15.678,10.151,0.889,16.492,10.0,1.544,0
3475,160,48.87,17.55,11.61,0.84,19.21,12.85,1.51,0
2815,230,65.012,25.574,11.451,0.684,27.785,13.377,2.233,0
948,194,56.184,21.497,11.491,0.772,21.932,12.292,1.871,0
1155,111,38.627,14.196,9.956,0.935,14.866,10.0,1.426,0
812,154,48.042,16.17,12.126,0.838,17.692,13.0,1.334,0
9315,200,56.43,21.88,11.64,0.79,22.2,12.6,1.88,0
8074,138,45.21,16.17,10.87,0.85,18.03,11.0,1.49,0
2548,218,59.698,21.4,12.97,0.769,23.431,14.181,1.65,0
996,189,53.941,18.973,12.683,0.816,19.723,13.864,1.496,0
5687,144,43.7,14.51,12.63,0.95,15.81,13.0,1.15,0
9171,234,58.77,20.46,14.56,0.85,21.26,14.97,1.4,0
2195,248,63.841,24.784,12.741,0.765,24.698,13.82,1.945,0
1270,123,40.87,14.476,10.818,0.925,15.264,11.314,1.338,0
1777,137,42.87,15.42,11.312,0.937,16.492,11.0,1.363,0
1447,124,42.042,16.178,9.759,0.882,16.763,10.0,1.658,0
2772,222,68.426,23.619,11.968,0.596,25.239,14.511,1.974,0
1794,125,40.87,14.645,10.868,0.94,15.264,11.314,1.348,0
9636,197,55.11,21.31,11.77,0.82,21.84,12.33,1.81,0
8261,210,59.6,21.66,12.34,0.74,23.43,13.4,1.76,0
7446,193,53.94,20.42,12.03,0.83,21.19,12.61,1.7,0
1531,103,38.87,14.521,9.031,0.857,15.0,9.947,1.608,0
4222,120,40.04,12.69,12.04,0.94,14.21,12.0,1.05,0
6596,228,70.08,27.25,10.65,0.58,27.78,12.34,2.56,0
3118,142,44.284,15.056,12.008,0.91,16.279,12.728,1.254,0
9299,227,57.94,22.14,13.05,0.85,23.02,14.51,1.7,0
8118,126,42.87,14.58,11.0,0.86,15.62,11.6,1.33,0
6089,149,52.28,16.95,11.19,0.68,17.89,12.0,1.51,0
3075,565,153.196,43.671,16.473,0.303,51.624,24.742,2.651,1
4758,392,104.23,43.66,11.43,0.45,43.57,14.31,3.82,1
4052,276,88.67,35.84,9.81,0.44,36.25,13.03,3.65,1
6362,282,87.15,32.19,11.15,0.47,35.36,15.13,2.89,1
5218,541,163.38,66.57,10.35,0.25,70.18,14.79,6.43,1
7064,347,96.08,39.99,11.05,0.47,40.52,12.78,3.62,1
3831,513,167.24,63.72,10.25,0.23,67.12,18.78,6.22,1
5042,342,96.33,36.37,11.97,0.46,39.82,16.87,3.04,1
2469,287,94.912,37.003,9.876,0.4,40.311,13.59,3.747,1
7567,401,123.98,46.25,11.04,0.33,46.87,14.27,4.19,1
2223,258,95.74,35.415,9.276,0.354,38.833,13.481,3.818,1
8819,517,158.02,51.85,12.69,0.26,62.13,20.07,4.08,1
5207,404,143.48,62.02,8.29,0.25,63.13,12.87,7.48,1
8427,486,144.71,51.88,11.93,0.29,57.98,20.07,4.35,1
5098,273,84.18,26.08,13.33,0.48,28.79,17.0,1.96,1
3204,345,105.296,40.593,10.821,0.391,41.869,14.989,3.751,1
8701,484,149.64,61.05,10.09,0.27,63.89,15.16,6.05,1
4766,335,94.08,33.94,12.57,0.48,36.36,16.92,2.7,1
6503,473,107.6,46.22,13.03,0.51,46.32,14.9,3.55,1
3438,407,150.752,48.899,10.597,0.225,60.926,18.344,4.614,1
2478,298,103.397,37.701,10.064,0.35,40.162,15.447,3.746,1
4440,466,154.51,40.92,14.5,0.25,52.7,21.36,2.82,1
2276,553,138.61,54.039,13.029,0.362,56.754,17.292,4.147,1
8869,456,140.51,55.79,10.41,0.29,60.54,15.66,5.36,1
8874,396,126.12,39.07,12.91,0.31,44.28,18.86,3.03,1
5233,443,135.2,54.91,10.27,0.3,55.9,14.44,5.34,1
5338,397,122.91,50.7,9.97,0.33,51.24,13.0,5.09,1
9513,358,120.23,53.3,8.55,0.31,50.7,12.54,6.23,1
4331,428,148.02,52.97,10.29,0.25,60.64,16.43,5.15,1
3994,421,131.15,52.93,10.13,0.31,51.35,14.17,5.23,1
5007,410,117.2,47.49,10.99,0.38,49.09,16.07,4.32,1
6109,304,97.15,36.43,10.62,0.4,39.92,15.31,3.43,1
8708,295,96.81,38.97,9.64,0.4,37.8,13.29,4.04,1
241,450,151.64,63.523,9.02,0.246,64.846,13.826,7.043,1
6991,316,89.6,38.49,10.45,0.49,38.08,12.75,3.68,1
5698,329,101.88,41.84,10.01,0.4,43.01,14.34,4.18,1
6231,492,157.1,61.11,10.25,0.25,61.4,15.96,5.96,1
7542,508,157.92,69.76,9.27,0.26,67.07,14.23,7.52,1
6406,367,130.12,49.71,9.4,0.27,50.99,16.09,5.29,1
6032,239,81.15,28.49,10.68,0.46,30.61,13.69,2.67,1
4637,438,128.12,43.81,12.73,0.34,45.19,19.37,3.44,1
2474,273,81.841,28.808,12.066,0.512,32.757,15.566,2.388,1
2583,226,74.083,26.829,10.725,0.517,28.636,13.202,2.501,1
6266,397,117.64,35.24,14.34,0.36,39.05,20.32,2.46,1
551,322,87.255,34.262,11.966,0.531,34.366,14.0,2.863,1
9732,468,142.95,63.61,9.37,0.29,62.97,12.95,6.79,1
5835,298,92.57,36.27,10.46,0.44,37.01,15.09,3.47,1
2099,266,95.154,34.683,9.765,0.369,39.699,14.142,3.552,1
565,305,82.326,28.997,13.392,0.566,31.048,16.0,2.165,1
2304,258,83.154,30.526,10.761,0.469,33.601,14.849,2.837,1
6223,412,111.88,41.29,12.7,0.41,43.86,16.34,3.25,1
5922,388,126.67,54.58,9.05,0.3,54.57,12.94,6.03,1
228,465,165.338,53.959,10.972,0.214,63.695,17.302,4.918,1
5732,354,118.91,52.14,8.65,0.31,51.24,13.29,6.03,1
4452,384,121.44,49.99,9.78,0.33,50.61,14.68,5.11,1
7435,394,113.05,44.55,11.26,0.39,47.8,15.2,3.96,1
8288,445,129.64,47.2,12.0,0.33,50.45,17.27,3.93,1
3984,344,102.81,40.17,10.9,0.41,41.11,15.56,3.68,1
4770,350,98.81,36.86,12.09,0.45,37.36,16.9,3.05,1
4313,548,189.24,52.47,13.3,0.19,73.44,21.54,3.95,1
7570,304,97.98,39.66,9.76,0.4,40.25,13.36,4.06,1
5877,454,148.02,47.23,12.24,0.26,56.04,18.74,3.86,1
9489,528,161.24,58.04,11.58,0.26,68.1,19.28,5.01,1
4610,430,118.95,44.99,12.17,0.38,48.6,16.65,3.7,1
9538,368,113.3,48.77,9.61,0.36,48.38,13.37,5.08,1
8872,507,147.92,43.03,15.0,0.29,50.45,26.74,2.87,1
8627,360,94.91,40.14,11.42,0.5,40.31,14.17,3.52,1
8057,252,76.33,32.77,9.79,0.54,32.8,11.79,3.35,1
7929,249,85.74,25.21,12.58,0.43,27.29,16.17,2.0,1
5212,498,147.34,50.11,12.65,0.29,60.03,19.18,3.96,1
7083,433,144.41,54.17,10.18,0.26,55.47,13.83,5.32,1
5739,181,65.36,24.87,9.27,0.53,25.5,12.0,2.68,1
6131,402,115.3,42.22,12.12,0.38,44.94,17.22,3.48,1
8071,329,86.43,35.77,11.71,0.55,34.54,13.28,3.05,1
5477,301,101.98,42.26,9.07,0.36,43.01,13.42,4.66,1
4328,370,126.81,51.79,9.1,0.29,52.39,12.74,5.69,1
4126,413,139.44,61.34,8.57,0.27,58.52,13.36,7.16,1
5126,346,116.27,42.7,10.32,0.32,48.26,15.77,4.14,1
8442,441,117.78,49.63,11.31,0.4,50.48,15.28,4.39,1
2147,317,92.811,33.926,11.897,0.462,36.878,15.207,2.852,1
489,355,106.125,41.828,10.806,0.396,45.222,15.556,3.871,1
4461,423,119.98,48.55,11.09,0.37,50.49,14.13,4.38,1
4412,254,87.15,35.88,9.01,0.42,37.59,12.2,3.98,1
4384,403,134.37,59.79,8.58,0.28,57.7,12.07,6.97,1
5842,380,130.91,47.14,10.26,0.28,48.08,18.0,4.59,1
4986,516,153.1,59.03,11.13,0.28,64.26,19.11,5.3,1
4962,426,119.15,31.55,17.19,0.38,38.08,22.71,1.84,1
8310,540,179.14,67.89,10.13,0.21,72.09,16.24,6.7,1
462,284,87.882,39.148,9.237,0.462,38.949,11.314,4.238,1
7561,418,126.23,50.95,10.45,0.33,53.15,13.77,4.88,1
5746,422,113.5,32.73,16.42,0.41,36.62,22.73,1.99,1
2546,260,83.497,31.561,10.489,0.469,35.0,14.106,3.009,1
9530,305,91.94,38.09,10.2,0.45,38.64,12.0,3.74,1
6224,411,121.64,42.26,12.38,0.35,46.17,16.59,3.41,1
5181,389,93.4,36.59,13.54,0.56,37.59,17.27,2.7,1
5471,341,104.67,44.51,9.75,0.39,43.66,12.36,4.56,1
208,315,101.74,40.421,9.922,0.382,40.804,13.224,4.074,1
3747,576,190.85,83.67,8.76,0.2,81.93,13.29,9.55,1
5542,225,80.18,32.52,8.81,0.44,33.24,11.63,3.69,1
6900,277,91.5,30.65,11.51,0.42,34.53,15.36,2.66,1
300,413,106.711,31.019,16.953,0.456,34.655,21.824,1.83,1
6025,311,90.33,35.87,11.04,0.48,37.64,13.28,3.25,1
391,390,106.811,35.812,13.866,0.43,37.121,18.226,2.583,1
3924,519,173.14,49.96,13.23,0.22,67.23,22.09,3.78,1
2344,288,105.397,38.785,9.454,0.326,43.681,13.898,4.102,1
8896,374,111.4,45.64,10.43,0.38,45.69,15.38,4.37,1
152,295,94.326,37.45,10.029,0.417,37.855,14.512,3.734,1
8298,416,129.44,38.87,13.63,0.31,48.55,22.16,2.85,1
8326,531,171.34,64.16,10.54,0.23,71.84,16.13,6.09,1
7008,515,138.85,50.62,12.95,0.34,53.54,17.08,3.91,1
3742,546,180.99,61.2,11.36,0.21,75.58,17.68,5.39,1
177,464,150.167,39.287,15.037,0.259,48.01,21.624,2.613,1
6254,463,131.64,52.0,11.34,0.34,55.54,17.6,4.59,1
4333,581,193.58,49.27,15.01,0.19,68.88,26.22,3.28,1
4351,468,139.98,57.6,10.34,0.3,59.41,13.0,5.57,1
8357,474,138.61,51.14,11.8,0.31,52.33,18.43,4.33,1
243,571,174.995,40.554,17.927,0.234,53.6,29.09,2.262,1
2493,225,86.811,25.952,11.039,0.375,29.833,14.749,2.351,1
4094,390,116.61,49.61,10.01,0.36,50.99,14.03,4.96,1
3881,564,177.68,68.05,10.55,0.22,76.22,15.89,6.45,1
5115,444,120.71,34.15,16.55,0.38,39.0,24.61,2.06,1
6597,399,128.61,52.76,9.63,0.3,52.39,13.73,5.48,1
4097,357,95.74,35.12,12.94,0.49,37.34,16.0,2.71,1
5319,499,164.75,68.03,9.34,0.23,69.46,13.42,7.28,1
4936,396,138.75,53.13,9.49,0.26,57.69,15.98,5.6,1
2627,252,73.598,29.149,11.007,0.585,30.083,13.775,2.648,1
6043,401,112.81,42.8,11.93,0.4,46.01,17.52,3.59,1
5262,541,162.71,67.02,10.28,0.26,67.47,15.65,6.52,1
4021,330,88.57,32.65,12.87,0.53,33.62,16.64,2.54,1
5740,432,138.41,59.48,9.25,0.28,59.94,13.84,6.43,1
4131,350,96.23,38.67,11.52,0.48,41.23,14.67,3.36,1
3839,548,175.1,48.71,14.32,0.22,64.66,22.91,3.4,1
6165,245,73.01,29.23,10.67,0.58,31.11,13.44,2.74,1
3778,520,176.27,69.86,9.48,0.21,72.28,15.35,7.37,1
372,301,84.912,33.561,11.419,0.525,35.228,14.781,2.939,1
4179,378,108.33,42.93,11.21,0.4,45.1,14.0,3.83,1
2775,219,77.012,30.244,9.22,0.464,31.321,11.91,3.28,1
6609,452,133.2,52.39,10.99,0.32,54.13,16.17,4.77,1
7671,331,82.08,31.46,13.4,0.62,34.01,16.1,2.35,1
4071,372,114.37,47.56,9.96,0.36,49.68,14.42,4.78,1
299,333,94.912,38.27,11.079,0.465,38.949,13.864,3.454,1
2530,203,66.77,21.874,11.816,0.572,24.207,15.556,1.851,1
4899,308,107.98,43.55,9.0,0.33,44.65,14.57,4.84,1
8742,477,158.65,54.45,11.15,0.24,65.19,18.7,4.88,1
4825,532,160.75,68.12,9.94,0.26,66.37,14.72,6.85,1
7076,484,148.17,59.99,10.27,0.28,63.13,17.67,5.84,1
4972,454,140.27,50.92,11.35,0.29,58.94,17.44,4.49,1
5395,522,158.85,50.57,13.14,0.26,56.57,21.0,3.85,1
8558,542,137.92,54.69,12.62,0.36,59.2,17.2,4.33,1
8808,483,148.71,51.77,11.88,0.27,60.42,18.49,4.36,1
9448,270,83.74,30.67,11.21,0.48,33.12,14.03,2.74,1
5149,500,162.65,72.42,8.79,0.24,71.2,13.41,8.24,1
8323,466,160.65,71.03,8.35,0.23,71.34,11.98,8.5,1
4734,365,104.91,44.75,10.39,0.42,44.92,13.13,4.31,1
3929,439,139.98,59.66,9.37,0.28,59.68,12.84,6.37,1
7569,443,144.47,61.78,9.13,0.27,62.24,13.93,6.77,1
5110,306,101.74,41.23,9.45,0.37,41.79,13.45,4.36,1
502,306,89.841,36.397,10.705,0.476,37.014,13.0,3.4,1
4372,466,144.89,63.49,9.34,0.28,63.66,12.86,6.79,1
2496,277,95.598,35.988,9.8,0.381,39.294,14.0,3.672,1
5416,275,99.4,38.91,9.0,0.35,41.59,13.7,4.32,1
215,413,132.024,44.248,11.884,0.298,47.434,18.305,3.723,1
4846,503,138.57,54.8,11.69,0.33,57.87,15.89,4.69,1
8692,487,149.05,54.86,11.3,0.28,60.53,19.56,4.85,1
3085,212,69.012,27.084,9.966,0.559,29.833,13.313,2.718,1
6257,477,139.44,41.89,14.5,0.31,48.02,23.02,2.89,1
6128,498,153.44,57.61,11.01,0.27,64.08,17.33,5.23,1
7684,268,86.33,35.74,9.55,0.45,38.08,12.48,3.74,1
6097,461,129.1,47.54,12.35,0.35,53.08,16.91,3.85,1
5055,417,124.95,45.83,11.58,0.34,50.99,18.08,3.96,1
3845,509,165.14,58.75,11.03,0.23,64.38,20.24,5.33,1
4541,531,159.1,38.7,17.47,0.26,48.27,30.23,2.22,1
6084,439,141.3,42.02,13.3,0.28,50.92,21.29,3.16,1
7117,464,154.37,68.52,8.62,0.24,66.64,12.55,7.95,1
5237,489,141.2,59.33,10.49,0.31,59.24,16.03,5.65,1
3784,557,189.52,77.36,9.17,0.19,83.53,14.54,8.44,1
239,464,164.995,53.378,11.068,0.214,61.074,19.065,4.823,1
9480,326,109.05,42.11,9.86,0.34,43.14,14.85,4.27,1
4858,474,151.48,56.23,10.73,0.26,59.41,17.17,5.24,1
3912,440,148.33,59.8,9.37,0.25,60.88,13.46,6.38,1
8328,382,114.57,43.24,11.25,0.37,47.17,16.87,3.84,1
6211,454,128.95,47.62,12.14,0.34,51.43,17.74,3.92,1
229,363,128.468,48.922,9.447,0.276,53.488,13.884,5.178,1
5380,465,143.54,54.05,10.95,0.28,61.03,15.77,4.93,1
392,317,94.326,41.4,9.749,0.448,39.925,11.868,4.246,1
4600,455,146.75,53.42,10.85,0.27,59.41,16.09,4.93,1
5118,440,98.91,35.12,15.95,0.57,37.16,19.47,2.2,1
6391,361,109.88,38.02,12.09,0.38,41.34,16.99,3.14,1
5627,352,98.81,38.57,11.62,0.45,39.2,16.2,3.32,1
8795,362,113.25,45.54,10.12,0.35,46.39,13.38,4.5,1
4955,422,124.61,51.72,10.39,0.34,53.85,15.99,4.98,1
4189,463,136.17,58.39,10.1,0.31,58.26,14.85,5.78,1
3187,404,146.368,36.184,14.216,0.237,48.6,26.828,2.545,1
4555,462,138.65,57.07,10.31,0.3,57.69,15.34,5.54,1
439,317,78.669,32.068,12.586,0.644,32.65,14.84,2.548,1
7592,361,118.47,43.24,10.63,0.32,43.19,15.0,4.07,1
5482,446,132.02,53.37,10.64,0.32,55.07,16.55,5.02,1
5241,486,145.58,59.2,10.45,0.29,62.43,16.05,5.66,1
8888,488,146.27,59.14,10.51,0.29,62.68,15.13,5.63,1
4002,578,153.88,62.42,11.79,0.31,62.2,16.84,5.29,1
7646,404,114.81,45.86,11.22,0.39,47.43,14.55,4.09,1
4344,537,142.81,41.36,16.53,0.33,46.53,24.75,2.5,1
3940,555,181.1,69.37,10.19,0.21,71.18,17.0,6.81,1
6716,367,122.37,51.21,9.12,0.31,51.04,13.4,5.61,1
6407,382,115.88,39.83,12.21,0.36,43.68,18.0,3.26,1
6055,522,123.88,46.7,14.23,0.43,48.66,19.66,3.28,1
6353,292,93.5,41.69,8.92,0.42,40.72,10.83,4.67,1
4939,428,130.02,58.0,9.39,0.32,57.14,13.15,6.17,1
5068,262,88.57,35.58,9.38,0.42,37.44,12.73,3.79,1
302,464,128.953,43.675,13.527,0.351,48.836,18.885,3.229,1
5164,394,120.95,47.58,10.54,0.34,48.55,15.25,4.51,1
6651,242,93.84,39.18,7.86,0.35,39.0,11.08,4.98,1
395,410,115.296,45.791,11.4,0.388,46.573,15.266,4.017,1
4020,492,164.47,66.58,9.41,0.23,69.46,13.1,7.08,1
9337,307,84.67,31.92,12.25,0.54,34.0,15.33,2.61,1
8325,439,141.58,57.54,9.71,0.28,60.11,16.4,5.92,1
2212,386,109.154,45.469,10.809,0.407,44.822,13.546,4.207,1
8807,437,151.34,55.04,10.11,0.24,62.13,16.35,5.44,1
5132,559,177.14,67.61,10.53,0.22,72.72,16.34,6.42,1
5893,223,71.84,27.44,10.35,0.54,28.6,13.44,2.65,1
3268,198,65.598,21.323,11.823,0.578,22.847,14.861,1.804,1
8290,462,145.2,50.82,11.58,0.28,54.67,18.03,4.39,1
8292,538,170.37,74.76,9.16,0.23,72.8,14.29,8.16,1
4969,431,120.57,49.62,11.06,0.37,50.22,14.51,4.49,1
8856,520,143.78,51.64,12.82,0.32,55.15,17.8,4.03,1
9926,256,76.77,27.81,11.72,0.55,29.15,15.6,2.37,1
492,399,124.711,40.039,12.688,0.322,45.122,19.54,3.156,1
2084,376,122.024,33.653,14.226,0.317,39.205,22.89,2.366,1
7978,514,158.75,60.48,10.82,0.26,63.63,16.23,5.59,1
3077,254,79.355,32.195,10.045,0.507,34.015,12.017,3.205,1
4517,424,127.05,46.32,11.65,0.33,49.77,17.67,3.97,1
525,320,87.154,35.893,11.351,0.529,36.359,14.685,3.162,1
2267,442,134.711,41.252,13.642,0.306,49.396,20.944,3.024,1
4975,222,71.36,26.22,10.78,0.55,28.18,14.37,2.43,1
6267,401,118.27,42.47,12.02,0.36,47.01,15.32,3.53,1
8332,299,95.84,36.52,10.42,0.41,39.29,12.49,3.5,1
3818,520,180.45,76.22,8.69,0.2,76.55,12.97,8.77,1
3888,502,155.92,48.63,13.14,0.26,52.8,23.65,3.7,1
511,378,107.397,42.64,11.287,0.412,42.19,14.395,3.778,1
8794,539,169.68,64.51,10.64,0.24,68.26,16.93,6.06,1
3164,417,137.439,32.331,16.422,0.277,39.217,23.239,1.969,1
4791,371,107.15,42.02,11.24,0.41,44.78,16.39,3.74,1
8765,593,163.82,64.83,11.65,0.28,64.35,18.35,5.57,1
4492,265,92.91,27.69,12.18,0.39,31.06,18.06,2.27,1
7559,530,151.68,61.41,10.99,0.29,66.21,15.59,5.59,1
3439,396,145.238,60.228,8.372,0.236,61.4,12.443,7.194,1
7648,489,140.47,58.01,10.73,0.31,56.72,15.3,5.41,1
4925,357,100.91,39.89,11.4,0.44,40.85,14.47,3.5,1
4113,333,113.64,44.79,9.47,0.32,46.14,15.05,4.73,1
2801,191,67.113,24.814,9.8,0.533,27.459,12.745,2.532,1
5873,243,84.67,34.5,8.97,0.43,36.06,12.26,3.85,1
7969,548,167.58,54.96,12.7,0.25,63.06,19.28,4.33,1
363,383,104.083,36.687,13.292,0.444,41.231,19.632,2.76,1
8763,478,138.85,49.77,12.23,0.31,53.6,17.76,4.07,1
3032,297,92.426,38.004,9.95,0.437,39.205,13.0,3.819,1
3977,374,114.71,47.66,9.99,0.36,49.19,15.45,4.77,1
5227,456,132.37,44.86,12.94,0.33,52.2,19.99,3.47,1
6590,365,114.81,40.37,11.51,0.35,40.31,14.0,3.51,1
7878,327,94.08,34.33,12.13,0.46,36.4,14.61,2.83,1
5253,367,118.81,47.3,9.88,0.33,48.41,15.05,4.79,1
7094,490,154.37,67.41,9.26,0.26,66.48,14.35,7.28,1
7566,365,134.85,42.75,10.87,0.25,51.09,17.87,3.93,1
5234,440,133.88,56.96,9.83,0.31,54.41,14.16,5.79,1
6509,344,112.95,44.72,9.79,0.34,47.17,14.44,4.57,1
2501,262,87.74,33.787,9.873,0.428,36.892,13.413,3.422,1
9721,361,115.68,52.57,8.74,0.34,51.66,12.52,6.01,1
5063,498,151.98,64.79,9.79,0.27,65.97,15.17,6.62,1
2357,259,101.255,36.671,8.993,0.317,42.19,12.0,4.078,1
7556,416,127.05,53.05,9.98,0.32,53.49,14.9,5.31,1
8657,479,124.37,32.85,18.57,0.39,36.89,22.81,1.77,1
8843,458,152.47,54.94,10.61,0.25,62.2,18.01,5.18,1
2070,424,163.439,54.879,9.837,0.199,66.753,17.345,5.579,1
4434,358,102.47,40.4,11.28,0.43,42.52,13.82,3.58,1
3031,257,77.841,30.852,10.606,0.533,32.65,13.59,2.909,1
3932,594,195.58,74.46,10.16,0.2,81.6,16.82,7.33,1
6677,353,121.54,45.06,9.97,0.3,45.88,15.38,4.52,1
149,318,110.711,45.725,8.855,0.326,47.011,12.639,5.164,1
5393,492,136.02,46.95,13.34,0.33,51.97,16.93,3.52,1
5427,427,133.25,59.14,9.19,0.3,57.31,12.0,6.43,1
2117,239,88.184,36.473,8.343,0.386,37.656,10.295,4.371,1
422,380,115.296,51.567,9.382,0.359,49.244,12.492,5.496,1
5076,268,94.91,36.48,9.35,0.37,37.66,12.97,3.9,1
5064,357,97.6,37.43,12.14,0.47,37.11,13.94,3.08,1
5304,377,120.61,50.18,9.57,0.33,50.57,14.76,5.25,1
7568,523,166.85,76.36,8.72,0.24,73.93,12.99,8.76,1
3885,486,154.02,68.35,9.05,0.26,67.12,13.77,7.55,1
460,362,108.468,34.522,13.351,0.387,40.224,19.799,2.586,1
3053,309,96.669,30.439,12.925,0.416,34.986,17.457,2.355,1
2620,184,68.527,25.042,9.355,0.492,27.659,12.0,2.677,1
3213,458,162.61,58.554,9.959,0.218,67.052,16.587,5.88,1
3824,517,170.17,47.68,13.81,0.22,57.28,20.43,3.45,1
7274,344,102.95,45.03,9.73,0.41,44.41,13.03,4.63,1
3410,302,102.912,42.563,9.034,0.358,44.777,13.354,4.711,1
4924,403,120.85,47.26,10.86,0.35,49.04,14.37,4.35,1
2649,229,78.669,28.15,10.358,0.465,30.265,13.0,2.718,1
7959,323,94.57,37.02,11.11,0.45,38.01,15.54,3.33,1
4186,272,88.57,32.85,10.54,0.44,34.48,13.9,3.12,1
6379,278,74.33,31.65,11.18,0.63,31.4,12.76,2.83,1
5046,379,98.33,41.23,11.7,0.49,41.05,15.25,3.52,1
5194,241,83.01,31.68,9.69,0.44,33.73,13.68,3.27,1
5885,373,116.95,48.21,9.85,0.34,49.41,14.0,4.89,1
8361,492,148.47,66.76,9.38,0.28,63.79,12.54,7.11,1
4342,434,139.78,53.41,10.35,0.28,57.78,16.16,5.16,1
8847,525,165.64,69.22,9.66,0.24,69.26,13.5,7.17,1
5429,339,101.88,36.14,11.94,0.41,37.0,14.72,3.03,1
8314,311,108.81,41.16,9.62,0.33,43.97,13.28,4.28,1
2352,292,90.083,33.17,11.209,0.452,36.069,14.849,2.959,1
5807,281,93.6,37.95,9.43,0.4,37.48,13.0,4.03,1
8211,460,140.51,52.5,11.16,0.29,55.57,18.48,4.71,1
2100,327,102.468,29.329,14.196,0.391,35.114,19.387,2.066,1
150,409,143.196,50.702,10.271,0.251,55.714,16.275,4.936,1
6013,353,110.67,43.38,10.36,0.36,46.32,14.51,4.19,1
4670,363,107.98,42.23,10.94,0.39,44.92,16.13,3.86,1
245,408,133.48,43.776,11.867,0.288,49.659,18.231,3.689,1
3842,407,144.47,52.0,9.97,0.25,53.24,15.8,5.22,1
2396,305,103.598,41.34,9.394,0.357,44.283,13.0,4.401,1
8441,201,69.01,24.23,10.56,0.53,26.63,14.87,2.29,1
8735,458,135.44,57.72,10.1,0.31,59.06,14.58,5.71,1
4419,563,174.07,58.9,12.17,0.23,67.42,18.1,4.84,1
5216,425,123.2,39.34,13.75,0.35,45.31,20.36,2.86,1
6508,273,82.91,29.53,11.77,0.5,29.83,15.85,2.51,1
5418,362,124.61,50.79,9.07,0.29,51.62,13.79,5.6,1
2404,288,87.497,34.408,10.657,0.473,36.674,14.257,3.229,1
365,359,106.569,43.197,10.582,0.397,43.29,13.851,4.082,1
3182,417,174.309,29.317,18.11,0.172,42.953,32.347,1.619,1
