ID,Area,Perim.,Major,Minor,Circ.,Feret,MinFeret,AR,germination
2689,190,61.012,23.682,10.215,0.641,26.173,11.926,2.318,0
39,129,42.042,15.378,10.681,0.917,16.401,11.6,1.44,0
2842,187,53.941,21.052,11.31,0.808,21.954,12.522,1.861,0
1535,102,37.698,14.504,8.954,0.902,14.765,9.192,1.62,0
13,197,60.527,21.493,11.67,0.676,23.707,13.0,1.842,0
6901,183,54.28,20.59,11.32,0.78,21.21,11.74,1.82,0
8517,239,66.67,28.41,10.71,0.68,27.8,12.15,2.65,0
1574,117,40.87,15.616,9.54,0.88,16.125,10.4,1.637,0
9711,157,55.6,17.38,11.5,0.64,20.62,12.26,1.51,0
8391,183,53.6,21.19,10.99,0.8,21.63,11.65,1.93,0
1097,110,39.799,14.955,9.365,0.873,16.401,10.0,1.597,0
81,130,43.456,16.762,9.875,0.865,17.493,10.733,1.697,0
1468,114,40.627,15.923,9.116,0.868,16.492,9.0,1.747,0
2445,265,66.669,25.71,13.124,0.749,26.87,14.142,1.959,0
841,199,57.598,20.267,12.502,0.754,21.401,13.743,1.621,0
4257,129,41.56,13.02,12.62,0.94,15.0,12.0,1.03,0
8458,237,67.36,22.04,13.69,0.66,23.19,14.14,1.61,0
8620,217,63.6,22.29,12.4,0.67,22.8,13.37,1.8,0
1690,114,39.456,14.557,9.971,0.92,15.264,10.607,1.46,0
7770,198,54.87,20.79,12.13,0.83,21.47,12.0,1.71,0
2731,142,46.284,17.35,10.421,0.833,17.889,11.068,1.665,0
1532,106,39.113,14.275,9.455,0.871,14.866,9.899,1.51,0
1865,123,43.113,15.961,9.812,0.832,17.088,10.607,1.627,0
3231,366,122.368,44.087,10.57,0.307,45.453,14.977,4.171,0
723,339,95.983,26.932,16.027,0.462,27.857,19.314,1.68,0
8488,217,59.01,22.88,12.07,0.78,23.35,12.65,1.9,0
7294,210,56.28,20.0,13.37,0.83,20.25,13.93,1.5,0
7839,204,57.94,23.7,10.96,0.76,24.76,11.48,2.16,0
9490,179,50.87,19.48,11.7,0.87,19.65,12.0,1.66,0
680,146,44.627,15.276,12.169,0.921,16.553,12.0,1.255,0
6554,276,73.84,26.81,13.11,0.64,27.46,14.0,2.05,0
8557,254,64.53,24.45,13.23,0.77,24.74,13.0,1.85,0
72,148,46.042,16.653,11.316,0.877,18.028,12.279,1.472,0
9590,173,49.11,15.95,13.81,0.9,17.26,14.0,1.16,0
8139,213,57.11,21.85,12.41,0.82,22.47,13.74,1.76,0
2185,257,65.698,25.097,13.038,0.748,25.554,14.209,1.925,0
7188,179,50.63,18.83,12.1,0.88,19.7,12.0,1.56,0
1857,131,42.87,16.811,9.922,0.896,17.493,10.607,1.694,0
5180,263,62.28,22.97,14.58,0.85,23.77,14.0,1.58,0
5624,155,50.28,16.35,12.07,0.77,18.03,13.26,1.36,0
1205,115,40.042,15.369,9.527,0.901,16.125,10.262,1.613,0
3963,263,80.43,32.47,10.31,0.51,33.84,12.52,3.15,0
6877,171,62.53,23.21,9.38,0.55,23.85,12.63,2.47,0
2585,222,65.355,24.361,11.603,0.653,25.0,13.363,2.1,0
3483,187,58.18,19.62,12.14,0.69,22.2,13.78,1.62,0
4198,156,46.53,14.87,13.36,0.91,16.55,14.14,1.11,0
9065,135,44.53,14.82,11.6,0.86,16.12,12.73,1.28,0
7979,104,36.97,11.63,11.38,0.96,13.04,11.0,1.02,0
835,137,43.941,15.196,11.479,0.892,15.811,12.292,1.324,0
6895,200,61.46,24.06,10.58,0.67,24.7,11.38,2.27,0
7638,197,58.18,22.66,11.07,0.73,23.35,12.02,2.05,0
2796,188,63.841,24.365,9.824,0.58,25.554,11.818,2.48,0
2912,182,61.113,20.341,11.392,0.612,22.804,14.42,1.785,0
6642,132,44.87,16.0,10.51,0.82,17.03,11.2,1.52,0
8592,180,48.77,16.33,14.04,0.95,17.46,14.14,1.16,0
7974,114,42.04,14.42,10.07,0.81,16.28,11.01,1.43,0
854,185,51.113,18.372,12.821,0.89,19.647,13.0,1.433,0
9655,259,67.01,20.37,16.19,0.72,22.36,17.0,1.26,0
2893,228,67.255,22.822,12.72,0.633,25.318,15.11,1.794,0
8658,158,50.87,18.43,10.91,0.77,19.42,11.96,1.69,0
1907,127,40.87,14.224,11.369,0.955,14.866,12.0,1.251,0
3519,170,55.11,16.95,12.77,0.7,18.36,13.99,1.33,0
749,172,50.527,18.152,12.064,0.847,19.235,12.728,1.505,0
734,162,49.941,20.55,10.037,0.816,21.26,10.607,2.047,0
1667,119,42.042,16.269,9.313,0.846,16.763,9.864,1.747,0
8054,189,54.77,20.82,11.56,0.79,21.63,12.6,1.8,0
5946,166,58.18,16.19,13.06,0.62,19.21,14.44,1.24,0
9756,157,51.94,17.1,11.69,0.73,19.21,13.32,1.46,0
6636,195,58.87,22.77,10.9,0.71,22.47,12.09,2.09,0
5863,357,86.08,32.68,13.91,0.61,33.96,15.9,2.35,0
8435,172,51.7,18.81,11.64,0.81,19.42,12.4,1.62,0
2456,181,49.456,16.897,13.639,0.93,17.889,14.0,1.239,0
8913,212,57.46,21.4,12.61,0.81,22.36,13.0,1.7,0
634,143,45.456,16.332,11.148,0.87,17.0,11.571,1.465,0
6115,121,40.38,13.52,11.4,0.93,14.42,11.0,1.19,0
633,185,52.527,18.877,12.478,0.843,19.647,13.0,1.513,0
84,126,42.627,15.8,10.154,0.871,16.553,10.0,1.556,0
9960,208,57.11,21.08,12.57,0.8,22.36,13.0,1.68,0
1032,219,59.355,21.069,13.234,0.781,21.954,14.113,1.592,0
797,203,57.113,19.321,13.377,0.782,20.248,14.0,1.444,0
2653,170,52.87,20.38,10.621,0.764,21.213,11.0,1.919,0
6454,223,59.7,22.49,12.63,0.79,24.7,13.0,1.78,0
7867,224,59.11,22.91,12.45,0.81,23.77,13.44,1.84,0
1970,145,44.87,17.261,10.696,0.905,17.464,11.0,1.614,0
9332,198,55.94,20.76,12.14,0.8,21.63,13.21,1.71,0
8535,166,55.46,18.46,11.45,0.68,20.88,12.0,1.61,0
9181,102,37.7,12.78,10.16,0.9,13.6,10.61,1.26,0
98,132,43.941,16.014,10.495,0.859,16.553,11.2,1.526,0
3700,200,55.36,22.13,11.51,0.82,22.47,12.2,1.92,0
7302,239,61.7,23.37,13.02,0.79,23.54,13.0,1.79,0
1769,121,39.799,14.71,10.473,0.96,15.232,10.0,1.405,0
3688,157,46.87,16.82,11.89,0.9,17.69,12.65,1.42,0
1816,142,46.284,18.334,9.862,0.833,19.209,10.817,1.859,0
6757,285,73.84,26.81,13.54,0.66,28.16,14.63,1.98,0
793,186,53.941,20.834,11.367,0.803,21.471,12.442,1.833,0
5645,123,42.04,12.91,12.13,0.87,14.42,12.0,1.06,0
1985,101,37.456,14.235,9.034,0.905,14.866,9.701,1.576,0
1801,103,36.971,12.634,10.38,0.947,13.416,10.0,1.217,0
1408,120,41.698,15.806,9.667,0.867,16.763,10.429,1.635,0
7439,186,51.7,18.65,12.7,0.87,19.42,13.0,1.47,0
2579,221,66.184,25.326,11.111,0.634,26.401,12.944,2.279,0
47,169,50.77,18.236,11.8,0.824,18.601,12.728,1.545,0
3721,186,52.87,20.23,11.71,0.84,20.62,12.0,1.73,0
1256,116,41.456,15.415,9.581,0.848,16.279,10.0,1.609,0
852,153,49.456,16.676,11.682,0.786,17.804,12.728,1.427,0
7663,235,67.25,20.73,14.43,0.65,21.63,16.97,1.44,0
8053,127,43.21,13.86,11.67,0.85,15.81,12.0,1.19,0
4101,205,56.53,21.38,12.21,0.81,22.47,13.1,1.75,0
6505,191,54.63,20.8,11.69,0.8,20.4,11.78,1.78,0
7505,202,58.28,20.68,12.44,0.75,21.19,13.0,1.66,0
3398,175,52.284,20.069,11.102,0.804,21.633,12.5,1.808,0
7876,223,61.84,24.03,11.82,0.73,24.84,13.44,2.03,0
2855,181,51.941,18.248,12.629,0.843,20.396,13.0,1.445,0
9823,191,52.63,20.06,12.12,0.87,20.59,12.0,1.66,0
329,121,42.627,16.024,9.614,0.837,17.692,10.607,1.667,0
7800,200,56.53,20.49,12.43,0.79,21.63,13.6,1.65,0
3230,265,82.912,28.807,11.713,0.484,31.064,15.556,2.459,0
1343,100,38.87,15.149,8.405,0.832,15.811,9.391,1.802,0
3509,136,48.28,15.06,11.5,0.73,17.2,12.73,1.31,0
5435,172,57.94,19.74,11.1,0.64,22.02,13.53,1.78,0
6514,223,57.11,22.14,12.83,0.86,22.85,14.0,1.73,0
1771,130,41.456,14.72,11.244,0.951,15.264,12.0,1.309,0
4044,193,57.94,20.04,12.26,0.72,22.67,13.44,1.63,0
2207,248,67.497,24.519,12.878,0.684,25.554,14.749,1.904,0
8113,193,53.46,20.04,12.27,0.85,20.25,12.0,1.63,0
8502,176,54.77,19.14,11.71,0.74,19.72,13.15,1.63,0
6060,403,88.08,31.26,16.41,0.65,32.2,20.37,1.91,0
7227,212,57.11,20.95,12.88,0.82,21.38,13.0,1.63,0
1076,100,36.627,14.204,8.964,0.937,14.765,9.487,1.585,0
6824,162,52.87,18.77,10.99,0.73,19.7,12.33,1.71,0
2859,160,47.941,16.839,12.098,0.875,17.72,12.969,1.392,0
4232,238,61.01,21.02,14.42,0.8,22.56,16.0,1.46,0
2484,422,99.74,34.528,15.562,0.533,38.079,19.403,2.219,0
2423,274,67.113,24.412,14.291,0.764,25.318,15.0,1.708,0
586,163,48.527,16.826,12.335,0.87,17.889,13.313,1.364,0
3739,167,50.28,17.97,11.83,0.83,19.24,13.0,1.52,0
9894,197,63.36,23.2,10.81,0.62,24.17,12.65,2.15,0
1396,115,40.627,14.688,9.969,0.876,15.62,10.914,1.473,0
9020,274,83.25,30.13,11.58,0.5,31.02,14.0,2.6,0
9242,188,57.46,19.23,12.44,0.72,20.62,14.0,1.55,0
8909,239,67.01,25.09,12.13,0.67,27.66,13.44,2.07,0
7511,213,58.77,23.11,11.74,0.77,24.21,12.98,1.97,0
3512,528,137.5,62.96,10.68,0.35,59.03,12.76,5.9,0
3383,191,54.527,19.467,12.492,0.807,21.26,13.864,1.558,0
9361,175,51.11,18.77,11.87,0.84,20.0,13.44,1.58,0
3697,297,77.5,33.46,11.3,0.62,32.8,12.8,2.96,0
63,181,54.527,20.118,11.455,0.765,21.024,12.875,1.756,0
971,165,48.87,18.424,11.403,0.868,18.682,11.783,1.616,0
6779,193,53.46,17.41,14.12,0.85,18.68,14.0,1.23,0
1697,114,41.113,15.996,9.074,0.848,16.401,9.859,1.763,0
2978,208,65.355,24.992,10.597,0.612,26.249,13.156,2.358,0
8159,209,57.11,20.08,13.25,0.81,21.21,14.0,1.52,0
8910,196,54.53,20.98,11.9,0.83,22.2,13.21,1.76,0
6410,102,38.38,12.74,10.19,0.87,14.87,10.0,1.25,0
333,282,73.841,30.73,11.684,0.65,30.017,13.035,2.63,0
6219,150,50.63,17.37,11.0,0.74,19.85,13.18,1.58,0
9863,164,50.04,18.0,11.6,0.82,19.21,12.07,1.55,0
750,158,46.87,17.023,11.818,0.904,17.804,12.691,1.44,0
7301,211,55.01,19.5,13.78,0.88,19.72,14.77,1.42,0
86,148,46.527,17.001,11.084,0.859,17.493,11.949,1.534,0
9439,200,57.7,21.77,11.7,0.75,22.47,12.07,1.86,0
7973,225,60.43,21.6,13.26,0.77,22.36,14.42,1.63,0
3541,191,66.67,22.05,11.03,0.54,24.6,12.46,2.0,0
2922,180,57.598,23.485,9.759,0.682,24.413,11.314,2.407,0
9763,180,56.63,21.76,10.53,0.71,23.26,11.58,2.07,0
8086,209,56.87,21.34,12.47,0.81,21.95,12.94,1.71,0
9231,199,62.18,22.43,11.29,0.65,24.41,12.07,1.99,0
9391,179,51.7,19.93,11.44,0.84,20.62,12.02,1.74,0
2861,135,45.113,17.847,9.631,0.834,18.868,10.6,1.853,0
1954,128,41.941,15.649,10.415,0.914,16.155,10.607,1.503,0
7230,192,54.04,20.21,12.1,0.83,21.4,12.97,1.67,0
7150,181,57.11,17.74,12.99,0.7,18.68,14.0,1.37,0
1704,107,38.87,14.875,9.158,0.89,15.264,9.985,1.624,0
3548,185,56.38,22.75,10.36,0.73,23.26,10.82,2.2,0
6823,191,53.11,20.33,11.96,0.85,21.19,12.85,1.7,0
7292,346,86.23,34.66,12.71,0.58,34.99,14.02,2.73,0
5526,104,37.46,11.97,11.06,0.93,13.04,12.0,1.08,0
4203,342,93.6,36.19,12.03,0.49,37.11,14.6,3.01,0
9888,168,51.7,19.54,10.95,0.79,21.54,12.0,1.79,0
9369,234,70.08,25.05,11.89,0.6,26.08,13.87,2.11,0
3532,116,40.28,13.12,11.26,0.9,14.87,12.0,1.17,0
2331,240,76.326,25.032,12.207,0.518,27.295,15.804,2.051,0
380,182,54.77,21.214,10.923,0.762,21.633,11.554,1.942,0
6679,110,42.63,13.69,10.23,0.76,15.62,11.37,1.34,0
1778,157,46.527,17.458,11.451,0.911,18.028,12.021,1.525,0
7262,129,41.46,13.84,11.86,0.94,15.26,12.0,1.17,0
7219,166,53.36,18.34,11.53,0.73,20.1,12.0,1.59,0
336,150,45.456,16.009,11.93,0.912,17.205,12.728,1.342,0
4284,168,49.11,17.81,12.01,0.88,18.36,12.76,1.48,0
925,210,56.184,20.867,12.814,0.836,21.26,13.8,1.628,0
7277,170,49.94,16.73,12.94,0.86,17.89,14.14,1.29,0
9582,205,58.77,22.83,11.43,0.75,24.84,12.02,2.0,0
5023,131,42.28,15.52,10.74,0.92,16.64,11.31,1.45,0
8955,165,49.11,16.24,12.94,0.86,17.46,14.07,1.26,0
7776,127,41.7,13.8,11.72,0.92,14.87,12.73,1.18,0
1737,152,46.042,17.909,10.806,0.901,18.028,11.0,1.657,0
1465,168,51.941,16.995,12.586,0.783,17.889,14.566,1.35,0
8434,209,60.77,21.77,12.22,0.71,24.7,14.64,1.78,0
567,119,40.284,15.699,9.652,0.921,16.401,9.899,1.627,0
8499,110,37.8,12.67,11.06,0.97,13.89,11.0,1.15,0
9350,175,53.94,18.92,11.78,0.76,20.62,12.97,1.61,0
3643,152,49.36,18.12,10.68,0.78,19.42,11.65,1.7,0
5030,275,71.5,26.49,13.22,0.68,28.43,15.36,2.0,0
2410,207,55.113,20.038,13.153,0.856,20.616,13.0,1.523,0
4302,168,49.7,18.11,11.81,0.85,18.87,12.94,1.53,0
6466,117,41.8,14.48,10.29,0.84,15.81,10.52,1.41,0
4183,116,39.8,14.19,10.41,0.92,15.81,11.0,1.36,0
571,207,57.355,21.598,12.203,0.791,23.345,13.035,1.77,0
3281,150,51.113,19.332,9.879,0.722,21.26,11.713,1.957,0
89,128,42.627,15.697,10.383,0.885,16.971,11.314,1.512,0
7405,257,61.6,21.75,15.04,0.85,22.14,15.97,1.45,0
9209,166,49.46,15.24,13.87,0.85,17.0,14.0,1.1,0
2852,173,59.841,20.492,10.749,0.607,22.847,12.385,1.906,0
2174,261,67.598,25.525,13.019,0.718,26.401,14.468,1.961,0
1176,117,41.213,15.888,9.376,0.866,16.492,9.0,1.695,0
7350,205,56.04,21.1,12.37,0.82,21.54,12.0,1.71,0
904,206,55.456,19.682,13.326,0.842,21.024,14.0,1.477,0
4096,229,57.7,21.46,13.59,0.86,23.02,14.6,1.58,0
961,148,45.456,16.05,11.741,0.9,17.205,12.333,1.367,0
104,144,46.042,16.38,11.193,0.854,17.088,12.0,1.463,0
9144,158,46.87,16.6,12.12,0.9,18.03,12.73,1.37,0
3584,166,48.87,17.79,11.88,0.87,18.79,12.0,1.5,0
6354,185,53.6,19.95,11.81,0.81,20.25,12.73,1.69,0
1026,190,51.355,18.094,13.37,0.905,18.868,14.142,1.353,0
5175,286,75.01,27.99,13.01,0.64,30.48,15.53,2.15,0
9594,260,69.84,22.37,14.8,0.67,24.33,16.49,1.51,0
31,159,50.042,17.937,11.287,0.798,18.248,11.571,1.589,0
2888,192,63.941,24.435,10.005,0.59,26.401,12.0,2.442,0
1214,127,42.627,16.286,9.929,0.878,16.492,10.0,1.64,0
3998,334,80.08,28.33,15.01,0.65,30.0,18.18,1.89,0
9580,211,57.11,20.66,13.0,0.81,21.47,14.31,1.59,0
6325,152,46.87,17.89,10.82,0.87,19.21,12.02,1.65,0
5639,141,45.7,14.73,12.19,0.85,16.4,12.73,1.21,0
8125,203,55.7,21.9,11.8,0.82,22.47,12.59,1.86,0
1872,100,37.213,14.137,9.006,0.907,15.232,9.0,1.57,0
5472,170,50.87,15.74,13.75,0.83,17.49,15.0,1.15,0
8258,114,42.28,14.96,9.7,0.8,16.16,11.0,1.54,0
2931,153,48.284,17.772,10.961,0.825,19.416,11.0,1.621,0
1259,129,42.284,15.166,10.83,0.907,16.155,11.628,1.4,0
9503,210,60.77,21.82,12.25,0.71,23.02,14.21,1.78,0
2431,231,69.012,21.831,13.473,0.609,24.698,16.386,1.62,0
9676,208,58.43,21.93,12.08,0.77,23.02,12.73,1.82,0
2999,105,40.627,13.084,10.218,0.799,14.318,10.543,1.28,0
994,132,43.456,15.314,10.975,0.878,16.125,11.767,1.395,0
6775,114,41.46,13.83,10.5,0.83,15.26,11.18,1.32,0
7977,206,57.7,21.91,11.97,0.78,22.56,12.0,1.83,0
2872,135,45.698,16.556,10.382,0.812,17.493,11.628,1.595,0
3659,214,57.11,21.52,12.66,0.82,22.67,14.06,1.7,0
1200,105,37.799,13.911,9.61,0.924,14.765,10.0,1.448,0
5499,205,61.94,18.72,13.94,0.67,22.02,15.21,1.34,0
9963,242,63.01,24.51,12.57,0.77,25.94,14.02,1.95,0
56,186,53.941,20.637,11.476,0.803,21.471,12.481,1.798,0
7283,257,64.77,23.27,14.06,0.77,23.77,15.21,1.65,0
5569,168,52.77,15.49,13.81,0.76,17.09,15.0,1.12,0
7243,220,66.77,21.99,12.74,0.62,23.35,14.0,1.73,0
8102,122,42.53,14.89,10.43,0.85,16.12,11.31,1.43,0
1156,102,38.385,15.54,8.357,0.87,15.524,8.0,1.859,0
5662,319,78.08,28.64,14.18,0.66,28.23,15.81,2.02,0
9914,199,55.46,21.47,11.8,0.81,22.36,12.48,1.82,0
9641,147,46.04,16.4,11.41,0.87,18.03,12.0,1.44,0
2981,167,51.113,17.732,11.991,0.803,19.209,13.864,1.479,0
7320,202,56.53,21.41,12.01,0.79,21.47,12.52,1.78,0
9837,193,60.28,20.96,11.73,0.67,22.2,12.55,1.79,0
751,181,53.113,19.746,11.671,0.806,21.095,12.903,1.692,0
1089,122,42.87,16.242,9.564,0.834,17.029,10.262,1.698,0
4922,199,64.87,23.64,10.72,0.59,25.08,13.0,2.2,0
2926,280,80.912,30.629,11.639,0.537,32.696,13.782,2.632,0
3653,189,52.28,19.44,12.38,0.87,20.4,12.0,1.57,0
6538,116,40.87,15.2,9.72,0.87,16.12,10.54,1.56,0
7498,127,41.21,14.43,11.2,0.94,15.23,11.0,1.29,0
3563,175,52.87,20.77,10.73,0.79,20.88,11.64,1.94,0
8035,216,57.6,20.4,13.48,0.82,21.19,14.62,1.51,0
1821,133,42.971,14.92,11.35,0.905,16.125,11.0,1.315,0
7104,112,39.21,13.23,10.78,0.92,14.42,11.0,1.23,0
6594,105,38.87,15.38,8.69,0.87,16.16,9.66,1.77,0
9057,236,61.11,23.26,12.92,0.79,24.35,13.77,1.8,0
8215,216,59.36,21.96,12.53,0.77,23.26,13.66,1.75,0
6204,178,50.28,18.13,12.5,0.88,18.87,13.6,1.45,0
9370,214,59.46,23.57,11.56,0.76,24.04,12.0,2.04,0
6839,193,58.53,20.12,12.21,0.71,20.88,12.91,1.65,0
1059,100,36.87,14.007,9.09,0.924,14.765,9.8,1.541,0
857,138,44.971,15.904,11.048,0.857,16.553,11.0,1.44,0
6011,129,42.04,13.97,11.76,0.92,14.87,12.0,1.19,0
9842,224,61.7,23.32,12.23,0.74,24.21,13.08,1.91,0
3235,436,152.752,36.878,15.053,0.235,51.478,23.0,2.45,0
2937,171,53.113,18.84,11.557,0.762,20.616,12.522,1.63,0
3299,184,58.184,22.852,10.252,0.683,24.207,12.348,2.229,0
7898,237,64.53,22.67,13.31,0.72,24.41,16.44,1.7,0
3347,206,56.527,20.836,12.588,0.81,22.627,14.0,1.655,0
1265,127,42.042,16.298,9.922,0.903,17.0,10.733,1.643,0
8493,213,59.11,21.14,12.83,0.77,21.19,13.81,1.65,0
3708,191,56.53,21.03,11.56,0.75,22.8,12.69,1.82,0
8489,267,65.7,19.53,17.41,0.78,21.63,18.99,1.12,0
6259,168,51.46,17.42,12.28,0.8,18.79,12.0,1.42,0
6687,158,47.46,17.21,11.69,0.88,18.03,12.65,1.47,0
9247,153,47.94,18.18,10.71,0.84,19.21,11.31,1.7,0
2631,180,58.184,19.463,11.775,0.668,21.954,13.331,1.653,0
9415,224,63.6,22.59,12.63,0.7,23.6,14.69,1.79,0
2769,228,67.941,26.452,10.975,0.621,27.203,13.0,2.41,0
1179,111,40.627,15.3,9.237,0.845,15.524,9.61,1.656,0
1150,128,41.213,15.701,10.38,0.947,16.155,10.0,1.513,0
7378,226,57.94,21.92,13.13,0.85,22.36,14.14,1.67,0
7694,201,57.7,21.41,11.95,0.76,22.67,12.97,1.79,0
1443,104,42.042,14.709,9.003,0.739,15.297,9.0,1.634,0
2748,229,68.083,25.013,11.657,0.621,27.659,13.377,2.146,0
9459,180,51.94,19.2,11.94,0.84,20.25,12.76,1.61,0
53,184,53.941,20.739,11.296,0.795,22.023,12.728,1.836,0
1753,136,43.799,16.714,10.36,0.891,17.088,10.0,1.613,0
3307,207,55.213,17.87,14.749,0.853,20.0,15.0,1.212,0
1050,103,38.385,14.932,8.783,0.878,15.652,9.0,1.7,0
7612,207,59.11,20.76,12.69,0.74,22.36,13.0,1.64,0
6549,222,67.01,24.01,11.77,0.62,24.84,14.09,2.04,0
3170,241,68.77,26.399,11.624,0.64,25.962,13.527,2.271,0
9588,206,54.53,20.05,13.08,0.87,20.88,13.73,1.53,0
6798,249,76.67,23.36,13.57,0.53,25.94,18.17,1.72,0
7224,197,54.87,20.43,12.28,0.82,21.47,13.0,1.66,0
4134,303,76.08,28.26,13.65,0.66,29.83,16.03,2.07,0
7038,225,56.28,19.61,14.61,0.89,21.26,15.56,1.34,0
44,181,53.113,19.25,11.972,0.806,20.616,13.205,1.608,0
7472,156,49.94,17.93,11.08,0.79,18.97,12.13,1.62,0
4065,158,46.63,15.38,13.08,0.91,17.0,13.0,1.18,0
1331,109,40.284,15.604,8.894,0.844,16.125,9.527,1.754,0
8162,195,54.77,19.03,13.05,0.82,19.85,14.14,1.46,0
2645,157,56.042,21.271,9.398,0.628,22.472,10.0,2.263,0
2334,174,50.284,19.337,11.457,0.865,20.125,12.481,1.688,0
3374,201,61.598,20.266,12.628,0.666,21.587,14.369,1.605,0
3246,194,58.87,22.769,10.848,0.703,24.042,11.665,2.099,0
8540,162,50.04,18.26,11.3,0.81,18.68,11.88,1.62,0
2470,172,49.456,18.202,12.031,0.884,18.682,12.0,1.513,0
9389,210,57.7,21.09,12.68,0.79,21.54,13.6,1.66,0
1027,163,48.527,17.541,11.832,0.87,18.385,12.758,1.483,0
7992,136,42.97,15.01,11.53,0.93,16.12,11.0,1.3,0
5010,354,113.05,35.26,12.78,0.35,39.82,19.92,2.76,0
2206,295,77.598,29.238,12.846,0.616,31.257,14.425,2.276,0
4716,148,44.87,14.18,13.29,0.92,15.62,14.0,1.07,0
7788,244,73.84,23.27,13.35,0.56,26.42,15.97,1.74,0
9159,208,57.36,21.75,12.18,0.79,22.36,13.28,1.79,0
1483,113,38.627,14.789,9.728,0.952,15.652,10.0,1.52,0
1391,105,38.627,14.641,9.131,0.884,15.264,9.839,1.603,0
9628,128,46.63,14.31,11.39,0.74,17.8,11.91,1.26,0
7192,209,57.94,21.35,12.47,0.78,22.67,13.04,1.71,0
4276,123,40.04,12.74,12.29,0.96,13.89,12.0,1.04,0
2749,179,53.941,19.93,11.436,0.773,21.471,12.932,1.743,0
1924,107,37.456,13.987,9.74,0.958,14.765,10.607,1.436,0
964,173,50.87,18.784,11.726,0.84,19.416,12.0,1.602,0
1480,130,41.799,15.305,10.815,0.935,16.401,11.0,1.415,0
1088,124,42.87,16.276,9.7,0.848,16.763,10.286,1.678,0
3239,248,70.184,24.627,12.822,0.633,26.571,14.712,1.921,0
7293,210,57.94,21.61,12.37,0.79,22.36,13.03,1.75,0
2031,177,49.698,16.081,14.014,0.901,17.088,14.8,1.147,0
7917,120,42.87,14.29,10.69,0.82,16.4,11.65,1.34,0
8135,208,56.43,21.51,12.31,0.82,21.63,13.44,1.75,0
7996,182,52.53,20.13,11.51,0.83,21.02,13.12,1.75,0
5634,151,47.7,16.05,11.98,0.83,17.0,13.0,1.34,0
1826,141,45.698,17.115,10.49,0.848,17.804,11.314,1.632,0
1169,113,39.213,14.344,10.03,0.923,14.866,10.0,1.43,0
6451,230,71.5,25.87,11.32,0.57,27.89,14.5,2.29,0
6689,179,51.7,18.89,12.06,0.84,20.12,13.42,1.57,0
1917,144,45.698,18.248,10.047,0.867,19.209,10.607,1.816,0
2761,140,46.042,16.567,10.76,0.83,17.088,11.885,1.54,0
6027,141,44.04,14.68,12.23,0.91,16.4,12.0,1.2,0
4719,183,52.04,18.34,12.7,0.85,18.97,13.0,1.44,0
7358,212,59.36,22.61,11.94,0.76,24.21,13.44,1.89,0
6319,238,70.77,25.39,11.94,0.6,28.6,14.72,2.13,0
7254,206,60.43,23.0,11.4,0.71,24.08,12.73,2.02,0
7318,152,50.87,16.92,11.44,0.74,19.8,12.48,1.48,0
4093,340,80.67,30.92,14.0,0.66,32.31,15.63,2.21,0
1072,120,43.698,16.542,9.237,0.79,17.692,9.899,1.791,0
5964,121,40.63,13.09,11.77,0.92,14.21,12.0,1.11,0
9011,207,59.84,22.02,11.97,0.73,23.26,14.14,1.84,0
2533,194,56.284,19.753,12.505,0.77,20.881,13.0,1.58,0
2541,228,73.255,23.592,12.305,0.534,26.401,15.544,1.917,0
6840,245,63.7,24.93,12.51,0.76,25.3,13.73,1.99,0
674,176,50.284,17.829,12.569,0.875,18.788,13.282,1.419,0
5134,234,59.6,21.06,14.15,0.83,21.95,15.2,1.49,0
7329,191,56.43,21.29,11.42,0.75,22.8,12.02,1.86,0
7433,209,54.28,20.29,13.12,0.89,20.88,13.0,1.55,0
9140,269,71.01,26.44,12.96,0.67,25.96,14.99,2.04,0
566,193,56.284,22.252,11.043,0.766,24.187,12.522,2.015,0
9906,196,54.04,20.46,12.19,0.84,20.62,12.0,1.68,0
1233,123,42.284,16.095,9.73,0.864,16.643,10.539,1.654,0
4502,169,49.94,16.12,13.35,0.85,18.25,14.0,1.21,0
1543,110,39.456,15.107,9.271,0.888,15.811,9.985,1.629,0
7761,202,55.94,21.31,12.07,0.81,21.63,12.52,1.77,0
8549,104,38.14,12.6,10.51,0.9,14.21,10.0,1.2,0
5516,213,55.46,20.19,13.43,0.87,21.63,14.71,1.5,0
5581,108,38.04,12.06,11.4,0.94,13.42,12.0,1.06,0
6322,191,52.87,19.99,12.17,0.86,20.22,12.0,1.64,0
3997,148,46.04,14.6,12.91,0.88,16.4,14.0,1.13,0
1018,192,53.113,19.328,12.648,0.855,20.248,13.864,1.528,0
8168,209,57.7,21.78,12.22,0.79,23.32,13.91,1.78,0
4162,148,48.28,14.99,12.57,0.8,16.76,13.73,1.19,0
3511,199,60.28,19.54,12.97,0.69,22.83,13.0,1.51,0
1567,127,42.042,16.374,9.875,0.903,16.763,10.0,1.658,0
9936,129,43.8,14.13,11.63,0.85,16.4,12.07,1.21,0
9115,123,42.04,13.16,11.9,0.87,14.42,12.0,1.11,0
6977,107,38.04,12.26,11.11,0.93,13.04,11.93,1.1,0
2736,161,51.113,17.035,12.034,0.774,19.235,13.0,1.416,0
658,201,57.698,21.095,12.132,0.759,21.213,13.0,1.739,0
1429,122,41.456,15.618,9.946,0.892,16.401,10.817,1.57,0
