ID,Area,Perim.,Major,Minor,Circ.,Feret,MinFeret,AR,Round,Solidity,conidium
5304,100,36.627,12.92,9.855,0.937,13.892,10.607,1.311,0.763,0.926,1
5305,100,36.042,12.87,9.893,0.967,13.601,10.0,1.301,0.769,0.935,1
5306,107,38.627,14.715,9.258,0.901,15.232,9.7,1.589,0.629,0.911,1
5307,180,49.113,16.085,14.248,0.938,17.088,14.8,1.129,0.886,0.93,1
5308,235,70.426,29.366,10.189,0.595,28.792,11.69,2.882,0.347,0.844,0
5309,106,36.627,13.645,9.891,0.993,14.318,10.0,1.379,0.725,0.942,1
5310,119,40.87,14.973,10.119,0.895,15.62,10.607,1.48,0.676,0.912,1
5311,109,37.799,13.389,10.365,0.959,13.928,10.0,1.292,0.774,0.944,1
5312,116,40.284,14.571,10.136,0.898,15.264,10.733,1.437,0.696,0.899,1
5313,112,39.113,14.263,9.998,0.92,14.765,10.607,1.426,0.701,0.903,1
5314,97,35.799,12.704,9.722,0.951,13.416,10.0,1.307,0.765,0.928,1
5315,116,40.042,14.139,10.446,0.909,14.866,11.0,1.354,0.739,0.913,1
5316,123,40.87,15.488,10.112,0.925,16.125,11.094,1.532,0.653,0.914,1
5317,96,36.627,13.374,9.14,0.899,13.892,9.656,1.463,0.683,0.906,1
5318,102,36.627,13.6,9.549,0.955,14.422,10.539,1.424,0.702,0.923,1
5319,104,38.87,14.26,9.286,0.865,15.0,9.899,1.536,0.651,0.897,1
5320,111,38.284,13.48,10.484,0.952,13.928,10.607,1.286,0.778,0.921,1
5321,217,74.912,30.578,9.036,0.486,29.53,10.85,3.384,0.296,0.763,0
5357,379,148.995,41.037,11.759,0.215,59.908,18.748,3.49,0.287,0.502,0
5359,100,38.042,13.993,9.099,0.868,14.866,9.803,1.538,0.65,0.897,1
5366,125,44.284,16.295,9.767,0.801,17.72,11.0,1.668,0.599,0.887,1
5378,222,91.397,29.941,9.441,0.334,35.693,14.23,3.172,0.315,0.577,0
5392,120,41.456,15.111,10.111,0.877,16.125,10.0,1.494,0.669,0.916,1
5393,123,41.698,15.019,10.427,0.889,15.524,11.068,1.44,0.694,0.898,1
5394,119,40.042,14.265,10.622,0.933,14.765,10.983,1.343,0.745,0.915,1
5395,118,39.213,14.833,10.129,0.964,15.232,10.0,1.464,0.683,0.944,1
5396,123,41.456,15.632,10.018,0.899,16.401,10.607,1.56,0.641,0.925,1
5397,128,42.284,15.348,10.619,0.9,16.155,11.371,1.445,0.692,0.914,1
5398,106,36.87,13.992,9.646,0.98,14.422,9.899,1.451,0.689,0.93,1
5399,118,40.87,13.609,11.04,0.888,14.56,11.642,1.233,0.811,0.897,1
5400,125,40.87,15.085,10.551,0.94,16.125,11.314,1.43,0.699,0.926,1
5401,110,39.456,14.969,9.357,0.888,15.652,10.119,1.6,0.625,0.913,1
5402,110,38.042,13.898,10.077,0.955,14.866,10.0,1.379,0.725,0.928,1
5403,107,38.87,13.861,9.829,0.89,14.765,10.6,1.41,0.709,0.895,1
5404,110,38.385,13.619,10.284,0.938,14.318,10.0,1.324,0.755,0.94,1
5405,106,38.87,14.188,9.513,0.882,14.765,10.262,1.491,0.67,0.906,1
5406,109,38.627,14.008,9.907,0.918,14.765,10.59,1.414,0.707,0.924,1
5407,182,50.527,18.087,12.812,0.896,19.313,13.864,1.412,0.708,0.919,1
5408,107,37.456,13.183,10.334,0.958,13.928,11.0,1.276,0.784,0.915,1
5409,97,36.042,12.773,9.669,0.938,13.928,10.0,1.321,0.757,0.919,1
5410,96,36.042,12.819,9.535,0.929,13.416,9.839,1.344,0.744,0.914,1
5411,110,38.042,13.533,10.349,0.955,14.318,11.0,1.308,0.765,0.928,1
5412,121,40.042,14.492,10.631,0.948,15.264,11.314,1.363,0.734,0.934,1
5413,99,36.042,12.491,10.092,0.958,13.342,10.0,1.238,0.808,0.925,1
5414,101,36.627,12.892,9.975,0.946,13.601,10.607,1.292,0.774,0.927,1
5415,122,41.698,16.131,9.63,0.882,16.553,10.286,1.675,0.597,0.914,1
5416,121,40.87,14.839,10.382,0.91,15.524,11.0,1.429,0.7,0.917,1
5417,114,40.284,14.881,9.754,0.883,15.297,10.0,1.526,0.655,0.912,1
5418,104,36.627,13.188,10.04,0.974,13.892,10.607,1.314,0.761,0.937,1
5419,119,40.042,14.595,10.381,0.933,15.264,11.18,1.406,0.711,0.93,1
5420,118,40.042,15.522,9.68,0.925,16.401,9.899,1.604,0.624,0.948,1
5421,111,38.284,13.845,10.208,0.952,14.866,11.0,1.356,0.737,0.914,1
5422,120,40.87,14.778,10.339,0.903,15.264,10.733,1.429,0.7,0.916,1
5423,117,39.456,13.754,10.831,0.944,14.56,11.0,1.27,0.787,0.925,1
5424,122,40.042,14.172,10.96,0.956,14.765,11.0,1.293,0.773,0.928,1
5425,106,37.456,13.646,9.89,0.949,14.318,10.0,1.38,0.725,0.922,1
5426,127,41.456,14.842,10.895,0.929,15.811,11.0,1.362,0.734,0.93,1
5427,114,39.698,14.508,10.005,0.909,15.524,10.686,1.45,0.69,0.898,1
5428,121,41.113,15.076,10.219,0.9,16.155,11.18,1.475,0.678,0.9,1
5429,123,42.527,14.68,10.668,0.855,15.652,11.18,1.376,0.727,0.895,1
5437,446,181.622,41.585,13.655,0.17,69.354,25.111,3.045,0.328,0.427,0
5439,119,40.87,15.456,9.803,0.895,16.155,10.672,1.577,0.634,0.919,1
5456,460,176.794,59.661,9.817,0.185,75.928,15.798,6.077,0.165,0.542,0
5458,56,43.113,19.966,3.571,0.379,20.248,5.148,5.591,0.179,0.696,0
5460,116,46.284,16.115,9.165,0.68,18.248,10.0,1.758,0.569,0.841,1
5465,86,33.213,10.746,10.19,0.98,11.705,10.0,1.055,0.948,0.925,1
5471,256,91.154,29.972,10.875,0.387,34.132,14.512,2.756,0.363,0.686,0
5479,110,39.456,14.506,9.655,0.888,15.264,10.262,1.502,0.666,0.913,1
5484,125,41.113,14.887,10.691,0.929,15.652,11.314,1.392,0.718,0.909,1
5485,100,36.87,13.057,9.752,0.924,13.928,10.585,1.339,0.747,0.893,1
5486,127,41.456,15.007,10.775,0.929,15.811,11.314,1.393,0.718,0.93,1
5487,134,44.527,16.897,10.097,0.849,17.464,10.633,1.673,0.598,0.893,1
5488,116,40.042,12.907,11.443,0.909,13.601,11.837,1.128,0.887,0.903,1
5489,127,42.284,15.274,10.587,0.893,15.811,11.2,1.443,0.693,0.91,1
5490,119,40.284,14.965,10.125,0.921,15.811,10.914,1.478,0.677,0.912,1
5491,127,42.042,15.897,10.172,0.903,16.553,10.786,1.563,0.64,0.93,1
5492,96,35.213,12.532,9.753,0.973,13.416,10.0,1.285,0.778,0.937,1
5493,114,38.87,13.028,11.141,0.948,13.928,12.0,1.169,0.855,0.912,1
5495,103,37.698,13.745,9.541,0.911,14.318,10.119,1.441,0.694,0.896,1
5496,101,37.456,14.66,8.772,0.905,15.264,9.192,1.671,0.598,0.927,1
5497,107,38.284,14.844,9.178,0.917,15.264,9.899,1.617,0.618,0.915,1
5498,125,43.456,16.538,9.623,0.832,17.464,10.286,1.719,0.582,0.916,1
5499,108,38.042,13.863,9.919,0.938,14.56,10.0,1.398,0.716,0.919,1
5500,111,39.698,14.762,9.574,0.885,15.264,10.2,1.542,0.649,0.895,1
5501,91,35.213,13.022,8.897,0.922,13.892,9.839,1.464,0.683,0.929,1
5502,99,36.042,13.112,9.613,0.958,13.892,9.899,1.364,0.733,0.93,1
5503,106,38.042,14.017,9.629,0.92,14.56,10.0,1.456,0.687,0.918,1
5504,124,42.042,15.965,9.889,0.882,16.763,10.0,1.614,0.619,0.929,1
5506,100,36.042,12.746,9.99,0.967,13.342,10.0,1.276,0.784,0.917,1
5507,114,38.87,13.628,10.651,0.948,14.318,11.314,1.279,0.782,0.919,1
5508,108,38.042,14.134,9.729,0.938,14.765,10.119,1.453,0.688,0.919,1
5509,93,34.627,12.237,9.677,0.975,13.0,10.0,1.265,0.791,0.925,1
5510,111,40.284,14.52,9.733,0.86,15.264,10.262,1.492,0.67,0.895,1
5511,100,36.627,12.275,10.373,0.937,13.0,11.0,1.183,0.845,0.913,1
5512,107,38.284,13.823,9.856,0.917,14.422,10.607,1.403,0.713,0.911,1
5513,284,102.468,38.329,9.434,0.34,43.829,13.026,4.063,0.246,0.69,0
5514,104,37.456,13.232,10.007,0.932,13.892,10.585,1.322,0.756,0.904,1
5515,113,38.87,14.021,10.261,0.94,14.765,10.607,1.366,0.732,0.922,1
5516,104,36.87,13.84,9.568,0.961,14.422,9.899,1.447,0.691,0.92,1
5517,94,34.627,12.419,9.637,0.985,13.038,10.0,1.289,0.776,0.926,1
5518,108,38.87,14.237,9.659,0.898,14.866,10.607,1.474,0.678,0.911,1
5519,118,39.456,14.067,10.68,0.953,14.866,11.0,1.317,0.759,0.922,1
5520,119,40.042,15.079,10.048,0.933,15.811,10.0,1.501,0.666,0.93,1
5521,142,44.87,16.869,10.718,0.886,17.088,11.157,1.574,0.635,0.91,1
5522,105,37.456,13.826,9.67,0.941,14.422,9.899,1.43,0.699,0.925,1
5541,103,37.456,13.713,9.564,0.923,14.422,9.899,1.434,0.697,0.916,1
5544,231,110.811,36.804,7.992,0.236,47.265,11.899,4.605,0.217,0.593,0
5547,100,37.213,14.173,8.983,0.907,14.765,9.839,1.578,0.634,0.926,1
5569,303,97.054,24.313,15.867,0.404,30.017,21.078,1.532,0.653,0.679,0
5585,185,63.941,19.742,11.931,0.569,22.804,14.849,1.655,0.604,0.779,0
5597,118,40.87,14.561,10.318,0.888,15.62,11.314,1.411,0.709,0.897,1
5598,114,41.456,15.699,9.246,0.834,16.643,9.985,1.698,0.589,0.905,1
5599,91,34.627,13.094,8.849,0.954,13.892,9.707,1.48,0.676,0.919,1
5600,121,41.113,15.941,9.664,0.9,16.401,9.899,1.649,0.606,0.917,1
5601,130,43.941,15.424,10.731,0.846,17.088,11.314,1.437,0.696,0.89,1
5602,103,37.456,13.707,9.568,0.923,14.422,9.899,1.433,0.698,0.916,1
5603,250,64.426,20.745,15.344,0.757,23.409,17.441,1.352,0.74,0.858,0
5604,105,38.042,13.891,9.624,0.912,14.422,10.286,1.443,0.693,0.917,1
5605,109,38.627,14.2,9.773,0.918,14.56,10.0,1.453,0.688,0.916,1
5606,113,40.87,14.576,9.871,0.85,15.297,10.0,1.477,0.677,0.911,1
5607,109,38.87,14.864,9.337,0.907,15.264,9.899,1.592,0.628,0.92,1
5608,101,36.87,13.38,9.611,0.934,13.892,9.899,1.392,0.718,0.918,1
5609,94,35.213,12.579,9.515,0.953,13.038,10.0,1.322,0.756,0.926,1
5610,71,29.556,9.785,9.239,1.0,10.817,9.0,1.059,0.944,0.953,1
5611,128,42.87,16.39,9.943,0.875,17.0,10.914,1.648,0.607,0.924,1
5612,79,31.799,11.278,8.919,0.982,12.083,9.0,1.264,0.791,0.935,1
5613,127,42.87,15.485,10.442,0.868,16.643,11.314,1.483,0.674,0.904,1
5614,122,41.456,15.99,9.715,0.892,16.643,10.607,1.646,0.608,0.928,1
5615,89,33.799,12.087,9.375,0.979,13.038,9.899,1.289,0.776,0.942,1
5616,102,36.627,13.476,9.637,0.955,14.318,10.0,1.398,0.715,0.936,1
5617,116,39.456,14.306,10.324,0.936,14.866,11.0,1.386,0.722,0.917,1
5618,104,36.87,13.019,10.171,0.961,13.928,10.914,1.28,0.781,0.908,1
5619,124,41.456,15.156,10.417,0.907,15.811,11.0,1.455,0.687,0.915,1
5620,112,38.627,13.948,10.224,0.943,14.765,11.0,1.364,0.733,0.933,1
5621,120,40.284,14.69,10.401,0.929,15.811,11.0,1.412,0.708,0.916,1
5622,107,38.042,13.955,9.763,0.929,14.56,10.0,1.429,0.7,0.922,1
5624,115,39.456,14.192,10.317,0.928,14.866,10.914,1.376,0.727,0.924,1
5625,101,36.87,13.345,9.637,0.934,13.892,10.286,1.385,0.722,0.906,1
5626,95,35.456,13.488,8.968,0.95,14.213,9.192,1.504,0.665,0.922,1
5627,108,38.87,13.729,10.016,0.898,14.422,11.0,1.371,0.73,0.908,1
5628,118,40.284,14.944,10.053,0.914,15.811,10.752,1.487,0.673,0.918,1
5629,113,38.627,13.735,10.475,0.952,14.422,11.0,1.311,0.763,0.93,1
5630,121,40.042,13.677,11.265,0.948,14.765,12.0,1.214,0.824,0.924,1
5631,114,38.87,13.993,10.373,0.948,14.765,11.094,1.349,0.741,0.916,1
5632,210,57.355,20.473,13.06,0.802,20.881,14.033,1.568,0.638,0.884,0
5633,120,41.213,14.974,10.203,0.888,15.524,10.0,1.468,0.681,0.93,1
5634,120,40.627,14.646,10.432,0.914,15.232,11.0,1.404,0.712,0.916,1
5635,114,39.698,15.027,9.659,0.909,15.524,10.213,1.556,0.643,0.908,1
5636,115,40.042,13.788,10.62,0.901,14.318,11.0,1.298,0.77,0.898,1
5637,205,55.012,20.327,12.841,0.851,21.541,13.435,1.583,0.632,0.909,1
5638,134,46.527,16.224,10.516,0.778,17.088,11.292,1.543,0.648,0.882,1
5639,124,44.87,16.496,9.571,0.774,17.889,10.752,1.724,0.58,0.889,1
5640,122,41.456,15.261,10.179,0.892,16.125,10.0,1.499,0.667,0.921,1
5641,124,41.799,16.555,9.537,0.892,16.763,9.0,1.736,0.576,0.954,1
5646,443,190.409,33.415,16.88,0.154,54.918,35.291,1.98,0.505,0.386,0
5651,229,91.397,33.543,8.693,0.344,34.0,12.369,3.859,0.259,0.664,0
5656,109,39.213,15.217,9.12,0.891,15.524,9.0,1.668,0.599,0.936,1
5664,321,112.468,39.011,10.477,0.319,46.487,14.921,3.724,0.269,0.658,0
5674,170,60.184,21.034,10.291,0.59,23.537,12.965,2.044,0.489,0.808,1
5677,391,182.309,31.765,15.672,0.148,57.07,30.501,2.027,0.493,0.321,0
5686,138,49.113,17.968,9.779,0.719,20.248,10.733,1.838,0.544,0.865,1
5694,104,38.042,13.028,10.164,0.903,13.928,10.733,1.282,0.78,0.904,1
5695,135,43.941,14.889,11.545,0.879,15.811,12.021,1.29,0.775,0.897,1
5696,127,43.113,15.267,10.592,0.859,16.553,11.314,1.441,0.694,0.894,1
5697,202,54.77,19.481,13.202,0.846,20.224,14.655,1.476,0.678,0.9,1
5698,105,37.698,12.72,10.51,0.928,13.601,11.094,1.21,0.826,0.894,1
5699,120,40.627,14.511,10.529,0.914,15.232,11.0,1.378,0.726,0.927,1
5700,114,40.042,14.302,10.149,0.893,14.56,10.0,1.409,0.71,0.927,1
5701,125,40.87,14.479,10.992,0.94,15.232,11.628,1.317,0.759,0.919,1
5702,101,36.042,12.608,10.199,0.977,13.601,10.0,1.236,0.809,0.935,1
5703,99,36.627,13.46,9.365,0.927,14.318,10.0,1.437,0.696,0.917,1
5704,118,41.113,15.903,9.447,0.877,16.125,9.899,1.683,0.594,0.908,1
5705,103,38.042,13.806,9.499,0.894,14.422,10.539,1.453,0.688,0.904,1
5706,88,33.213,12.159,9.215,1.0,12.649,9.0,1.32,0.758,0.936,1
5707,133,43.113,14.36,11.793,0.899,15.524,12.203,1.218,0.821,0.902,1
5708,86,32.627,12.005,9.121,1.0,12.649,9.0,1.316,0.76,0.935,1
5709,105,37.213,13.825,9.67,0.953,14.765,10.0,1.43,0.699,0.933,1
5710,96,36.042,12.49,9.787,0.929,13.416,10.286,1.276,0.784,0.914,1
5711,94,35.456,13.598,8.802,0.94,14.213,9.192,1.545,0.647,0.917,1
5712,101,36.627,13.395,9.6,0.946,13.928,10.0,1.395,0.717,0.918,1
5713,121,39.456,14.379,10.714,0.977,15.264,11.314,1.342,0.745,0.938,1
5714,128,41.698,15.727,10.363,0.925,16.401,10.607,1.518,0.659,0.924,1
5715,96,35.456,12.614,9.69,0.96,13.342,10.0,1.302,0.768,0.914,1
5716,107,38.042,13.183,10.334,0.929,13.928,11.0,1.276,0.784,0.907,1
5717,214,59.012,23.428,11.63,0.772,23.324,13.435,2.014,0.496,0.886,0
5718,121,41.698,12.812,12.025,0.874,14.56,12.0,1.065,0.939,0.893,1
5719,106,37.456,13.626,9.905,0.949,14.318,10.607,1.376,0.727,0.926,1
5720,90,34.042,12.308,9.311,0.976,13.038,9.899,1.322,0.756,0.923,1
5721,104,38.042,14.351,9.227,0.903,15.0,9.899,1.555,0.643,0.92,1
5722,96,35.213,13.385,9.132,0.973,13.928,9.0,1.466,0.682,0.941,1
5723,99,36.284,12.759,9.879,0.945,13.601,10.607,1.292,0.774,0.9,1
5724,98,36.87,13.539,9.216,0.906,14.318,9.899,1.469,0.681,0.903,1
5725,183,56.184,23.603,9.872,0.729,23.259,11.173,2.391,0.418,0.865,0
5726,100,37.456,13.264,9.599,0.896,13.928,10.286,1.382,0.724,0.897,1
5727,104,37.456,13.979,9.472,0.932,14.56,10.0,1.476,0.678,0.908,1
5728,122,40.042,15.283,10.164,0.956,16.401,10.607,1.504,0.665,0.949,1
5729,111,38.042,12.88,10.973,0.964,13.892,11.7,1.174,0.852,0.921,1
5730,124,41.456,14.915,10.586,0.907,15.297,11.0,1.409,0.71,0.908,1
5731,87,34.042,10.788,10.268,0.943,11.705,10.607,1.051,0.952,0.916,1
5732,109,38.042,13.557,10.237,0.946,14.318,11.0,1.324,0.755,0.928,1
5733,99,37.213,12.836,9.82,0.898,13.601,10.522,1.307,0.765,0.904,1
5734,105,36.627,13.355,10.01,0.984,13.928,10.0,1.334,0.75,0.933,1
5735,105,37.799,13.503,9.901,0.924,14.422,11.0,1.364,0.733,0.925,1
5736,88,33.799,11.555,9.697,0.968,12.53,10.0,1.192,0.839,0.936,1
5737,97,35.213,12.868,9.598,0.983,13.601,10.0,1.341,0.746,0.937,1
5738,100,35.456,12.73,10.002,1.0,13.416,10.607,1.273,0.786,0.93,1
5739,200,58.184,23.066,11.04,0.742,23.324,12.286,2.089,0.479,0.877,0
5740,100,36.042,12.592,10.112,0.967,13.416,10.607,1.245,0.803,0.926,1
5741,111,38.284,14.268,9.906,0.952,15.232,10.607,1.44,0.694,0.921,1
5742,107,37.799,13.581,10.031,0.941,14.318,10.0,1.354,0.739,0.939,1
5743,125,41.698,15.606,10.198,0.903,16.553,10.817,1.53,0.653,0.909,1
5744,124,42.042,15.807,9.988,0.882,16.279,10.0,1.583,0.632,0.922,1
5745,106,37.456,13.054,10.339,0.949,13.892,11.0,1.263,0.792,0.91,1
5746,128,42.284,16.107,10.118,0.9,16.643,10.607,1.592,0.628,0.921,1
5747,111,38.627,14.047,10.061,0.935,14.56,10.0,1.396,0.716,0.933,1
5748,125,40.284,14.314,11.119,0.968,15.232,12.0,1.287,0.777,0.926,1
5749,108,38.87,14.959,9.193,0.898,15.652,9.899,1.627,0.615,0.923,1
5750,106,38.042,13.487,10.007,0.92,14.318,11.0,1.348,0.742,0.91,1
5751,129,43.113,15.855,10.359,0.872,16.401,11.0,1.53,0.653,0.899,1
5752,105,38.042,13.802,9.686,0.912,14.866,10.0,1.425,0.702,0.917,1
5753,111,38.284,13.887,10.177,0.952,14.422,10.607,1.364,0.733,0.914,1
5754,119,42.284,16.283,9.305,0.836,17.205,9.899,1.75,0.571,0.908,1
5755,119,40.042,14.302,10.594,0.933,14.866,10.983,1.35,0.741,0.915,1
5756,108,38.284,14.101,9.752,0.926,14.56,10.607,1.446,0.692,0.911,1
5757,108,37.456,14.031,9.801,0.967,14.765,10.607,1.432,0.699,0.927,1
5758,110,37.213,13.598,10.3,0.998,14.318,10.0,1.32,0.757,0.948,1
5759,104,37.456,14.224,9.31,0.932,15.0,9.899,1.528,0.655,0.92,1
5760,87,34.627,12.846,8.623,0.912,13.892,9.192,1.49,0.671,0.926,1
5761,113,39.456,14.336,10.036,0.912,14.866,10.733,1.428,0.7,0.919,1
5762,112,38.385,13.291,10.729,0.955,14.422,11.0,1.239,0.807,0.949,1
5763,93,34.627,12.161,9.737,0.975,13.038,10.539,1.249,0.801,0.916,1
5764,103,37.213,13.583,9.655,0.935,14.318,10.0,1.407,0.711,0.936,1
5765,105,38.042,14.471,9.239,0.912,15.264,9.899,1.566,0.638,0.929,1
5766,125,41.113,14.716,10.815,0.929,15.524,11.628,1.361,0.735,0.909,1
5767,124,41.698,15.301,10.319,0.896,15.811,11.0,1.483,0.674,0.899,1
5768,122,41.456,16.171,9.606,0.892,16.492,10.0,1.684,0.594,0.921,1
5769,123,41.698,14.895,10.514,0.889,15.652,11.068,1.417,0.706,0.895,1
5770,119,41.698,14.411,10.514,0.86,16.125,11.0,1.371,0.73,0.898,1
5771,112,39.213,14.018,10.173,0.915,15.62,11.094,1.378,0.726,0.922,1
5772,141,45.456,16.337,10.989,0.858,17.263,11.0,1.487,0.673,0.913,1
5773,120,40.87,14.832,10.301,0.903,15.62,11.094,1.44,0.695,0.909,1
5774,131,44.87,16.863,9.891,0.818,17.263,10.0,1.705,0.587,0.907,1
5775,109,37.799,13.927,9.965,0.959,14.765,10.0,1.398,0.716,0.944,1
5776,119,40.284,13.403,11.304,0.921,14.213,12.021,1.186,0.843,0.898,1
5777,118,40.627,14.808,10.146,0.898,15.297,10.0,1.46,0.685,0.925,1
5778,119,40.284,13.798,10.981,0.921,14.56,11.0,1.256,0.796,0.915,1
5779,112,38.87,14.882,9.582,0.932,15.264,10.262,1.553,0.644,0.914,1
5780,108,38.042,13.728,10.017,0.938,14.318,10.672,1.371,0.73,0.923,1
5781,120,39.698,14.179,10.775,0.957,14.866,11.314,1.316,0.76,0.92,1
5782,100,37.213,13.208,9.64,0.907,13.928,10.0,1.37,0.73,0.913,1
5783,119,40.627,14.88,10.183,0.906,15.811,11.0,1.461,0.684,0.922,1
5784,103,36.87,12.843,10.211,0.952,13.601,11.0,1.258,0.795,0.907,1
5785,180,53.698,17.341,13.216,0.784,18.682,14.0,1.312,0.762,0.902,1
5796,127,47.941,18.077,8.945,0.694,19.849,9.899,2.021,0.495,0.867,1
5809,330,122.711,26.677,15.75,0.275,41.231,25.811,1.694,0.59,0.502,0
5820,96,35.456,12.003,10.184,0.96,12.649,10.607,1.179,0.848,0.914,1
5822,51,27.213,9.241,7.027,0.865,10.44,7.766,1.315,0.76,0.864,1
5834,106,38.284,13.745,9.819,0.909,14.318,10.539,1.4,0.714,0.906,1
5850,347,95.397,37.726,11.711,0.479,41.785,14.595,3.221,0.31,0.807,0
5866,224,71.497,26.863,10.617,0.551,28.636,12.999,2.53,0.395,0.807,0
5884,99,36.627,13.735,9.178,0.927,14.318,9.0,1.497,0.668,0.93,1
5900,323,141.64,30.735,13.381,0.202,53.0,24.363,2.297,0.435,0.406,0
5908,120,40.627,14.748,10.36,0.914,15.811,10.0,1.423,0.702,0.941,1
5914,451,193.238,40.025,14.347,0.152,52.555,21.876,2.79,0.358,0.525,0
5915,390,151.823,47.226,10.515,0.213,64.07,17.338,4.492,0.223,0.521,0
5918,403,146.51,44.787,11.457,0.236,58.856,18.212,3.909,0.256,0.531,0
5919,452,181.48,47.933,12.007,0.172,70.0,22.491,3.992,0.25,0.426,0
5920,462,192.551,43.261,13.597,0.157,63.53,22.765,3.182,0.314,0.457,0
5923,52,29.799,11.343,5.837,0.736,12.166,6.0,1.943,0.515,0.874,1
5926,430,165.095,34.91,15.683,0.198,53.852,26.029,2.226,0.449,0.406,0
5943,322,124.225,27.559,14.876,0.262,42.19,20.592,1.853,0.54,0.579,0
5945,332,135.681,26.359,16.037,0.227,42.19,27.736,1.644,0.608,0.45,0
5953,393,162.167,26.041,19.215,0.188,41.976,32.378,1.355,0.738,0.382,0
5963,325,123.439,28.166,14.692,0.268,39.812,23.38,1.917,0.522,0.544,0
5969,482,168.995,58.257,10.534,0.212,64.777,18.114,5.53,0.181,0.563,0
5972,86,32.971,12.093,9.055,0.994,13.038,9.0,1.336,0.749,0.95,1
5974,114,41.213,14.861,9.767,0.843,15.811,10.651,1.522,0.657,0.912,1
5980,284,116.125,28.163,12.839,0.265,37.162,20.692,2.194,0.456,0.521,0
5986,353,119.782,31.962,14.062,0.309,40.804,21.073,2.273,0.44,0.572,0
5988,416,163.723,43.24,12.25,0.195,60.828,22.033,3.53,0.283,0.449,0
5999,106,38.627,14.244,9.475,0.893,15.0,10.2,1.503,0.665,0.91,1
6005,315,127.782,28.333,14.156,0.242,42.059,23.071,2.001,0.5,0.432,0
6023,152,53.355,19.701,9.823,0.671,21.213,11.0,2.006,0.499,0.842,0
6025,392,148.51,25.409,19.643,0.223,42.802,26.632,1.294,0.773,0.528,0
6032,143,48.87,18.527,9.828,0.752,19.416,10.0,1.885,0.53,0.891,1
6034,61,40.042,17.464,4.447,0.478,17.493,5.814,3.927,0.255,0.735,0
6037,387,128.61,25.439,19.37,0.294,43.658,27.441,1.313,0.761,0.55,0
6050,111,43.456,14.342,9.854,0.739,16.553,11.172,1.455,0.687,0.851,1
6055,477,187.137,49.499,12.27,0.171,63.063,28.622,4.034,0.248,0.406,0
6062,200,87.74,27.101,9.396,0.326,36.878,14.244,2.884,0.347,0.584,0
6081,117,41.456,15.154,9.83,0.856,16.401,10.976,1.542,0.649,0.907,1
6082,334,131.64,32.002,13.288,0.242,39.357,22.64,2.408,0.415,0.574,0
6083,63,29.213,10.235,7.837,0.928,10.77,8.974,1.306,0.766,0.875,1
6086,233,113.539,22.724,13.055,0.227,41.195,20.377,1.741,0.574,0.413,0
6088,366,88.326,30.773,15.143,0.59,31.401,18.0,2.032,0.492,0.765,0
6090,323,148.066,25.074,16.402,0.185,39.0,30.631,1.529,0.654,0.389,0
6095,353,124.61,34.638,12.976,0.286,40.249,19.545,2.669,0.375,0.591,0
6100,360,114.368,33.798,13.562,0.346,41.976,20.838,2.492,0.401,0.593,0
6101,112,45.941,16.69,8.544,0.667,18.028,9.391,1.953,0.512,0.852,1
6112,444,101.983,32.854,17.207,0.536,37.216,21.82,1.909,0.524,0.776,0
6121,124,45.698,16.331,9.668,0.746,17.72,10.511,1.689,0.592,0.867,1
6122,131,46.87,17.731,9.407,0.749,19.416,10.0,1.885,0.531,0.879,1
6124,87,36.87,13.872,7.986,0.804,15.297,8.825,1.737,0.576,0.879,1
6127,58,35.799,14.385,5.134,0.569,14.866,6.008,2.802,0.357,0.817,1
6139,370,105.054,33.46,14.079,0.421,37.643,17.653,2.377,0.421,0.712,0
6140,144,51.113,18.582,9.867,0.693,20.616,10.955,1.883,0.531,0.86,1
6142,260,126.267,25.707,12.878,0.205,41.183,24.252,1.996,0.501,0.406,0
6145,214,82.669,17.561,15.516,0.393,24.597,19.59,1.132,0.884,0.657,0
6149,93,36.385,12.847,9.217,0.883,14.213,10.262,1.394,0.717,0.912,1
6151,82,34.627,12.772,8.175,0.859,13.342,8.854,1.562,0.64,0.896,1
6152,133,46.627,17.061,9.925,0.769,18.682,10.0,1.719,0.582,0.927,1
6154,104,38.627,14.349,9.228,0.876,15.62,9.899,1.555,0.643,0.916,1
6155,67,53.456,19.567,4.36,0.295,22.847,7.456,4.488,0.223,0.561,0
6160,399,154.167,34.231,14.841,0.211,49.497,29.941,2.307,0.434,0.407,0
6161,50,35.556,15.758,4.04,0.497,15.297,5.0,3.901,0.256,0.82,0
6162,466,144.409,36.979,16.045,0.281,45.651,18.843,2.305,0.434,0.648,0
6172,202,72.083,27.472,9.362,0.489,28.071,11.18,2.934,0.341,0.74,0
6183,413,165.681,31.086,16.916,0.189,51.971,34.527,1.838,0.544,0.388,0
6184,198,82.326,26.983,9.343,0.367,33.541,12.348,2.888,0.346,0.66,0
6187,173,67.012,24.093,9.142,0.484,24.331,11.816,2.635,0.379,0.721,0
6195,463,192.794,32.744,18.004,0.157,55.082,33.602,1.819,0.55,0.358,0
6203,461,202.149,54.666,10.737,0.142,76.694,17.591,5.091,0.196,0.486,0
6209,413,174.551,28.143,18.685,0.17,45.222,28.556,1.506,0.664,0.459,0
6217,65,29.213,9.945,8.322,0.957,10.77,9.0,1.195,0.837,0.909,1
