ID,Area,Perim.,Major,Minor,Circ.,Feret,MinFeret,AR,Round,Solidity,germination
6461,209,94.083,35.567,7.482,0.297,37.656,11.298,4.754,0.21,0.556,1
6462,198,83.497,30.938,8.149,0.357,34.655,12.021,3.797,0.263,0.634,1
6463,111,39.213,13.122,10.77,0.907,14.422,11.0,1.218,0.821,0.914,0
6464,188,85.397,33.994,7.041,0.324,37.121,11.067,4.828,0.207,0.643,1
6465,191,77.841,31.864,7.632,0.396,32.388,9.488,4.175,0.24,0.752,1
6466,186,73.012,25.415,9.318,0.438,27.803,12.949,2.727,0.367,0.66,1
6467,252,120.125,47.593,6.742,0.219,52.0,11.676,7.06,0.142,0.525,1
6469,243,109.497,43.127,7.174,0.255,47.096,11.0,6.012,0.166,0.615,1
6470,185,74.669,30.359,7.759,0.417,32.249,10.674,3.913,0.256,0.724,1
6471,208,91.397,32.889,8.052,0.313,36.401,12.233,4.084,0.245,0.567,1
6473,196,74.184,29.41,8.485,0.448,29.155,10.0,3.466,0.289,0.757,1
6474,239,93.012,36.941,8.238,0.347,40.447,11.926,4.484,0.223,0.685,1
6475,219,88.912,33.116,8.42,0.348,36.77,12.767,3.933,0.254,0.635,1
6476,184,78.083,26.834,8.731,0.379,29.833,11.0,3.074,0.325,0.655,1
6478,204,80.569,29.319,8.859,0.395,32.65,12.481,3.309,0.302,0.667,1
6479,306,129.296,33.029,11.796,0.23,45.222,20.324,2.8,0.357,0.429,1
6480,138,61.841,23.187,7.578,0.453,23.77,9.839,3.06,0.327,0.69,1
6481,225,92.569,28.537,10.039,0.33,33.734,14.337,2.843,0.352,0.554,1
6482,215,86.083,27.893,9.814,0.365,30.871,13.891,2.842,0.352,0.581,1
6483,166,66.669,24.236,8.721,0.469,26.401,12.567,2.779,0.36,0.69,1
6484,206,81.397,28.12,9.327,0.391,31.064,13.795,3.015,0.332,0.621,1
6485,248,112.024,25.984,12.152,0.248,34.132,20.154,2.138,0.468,0.46,1
6487,174,67.841,22.833,9.703,0.475,24.739,12.0,2.353,0.425,0.71,1
6488,191,77.497,27.866,8.727,0.4,30.414,11.891,3.193,0.313,0.662,1
6489,203,83.255,33.358,7.748,0.368,35.735,10.936,4.305,0.232,0.653,1
6490,247,95.054,31.36,10.028,0.344,34.438,14.324,3.127,0.32,0.572,1
6491,200,90.083,33.482,7.606,0.31,35.355,10.742,4.402,0.227,0.602,1
6492,196,77.497,26.499,9.418,0.41,28.862,12.623,2.814,0.355,0.645,1
6493,219,80.426,28.774,9.691,0.425,31.906,12.655,2.969,0.337,0.681,1
6495,140,45.456,18.218,9.784,0.851,18.974,10.0,1.862,0.537,0.924,0
6496,184,75.497,31.614,7.411,0.406,31.906,10.118,4.266,0.234,0.709,1
6497,197,77.983,31.601,7.937,0.407,32.802,11.277,3.981,0.251,0.668,1
6498,193,80.811,35.237,6.974,0.371,35.468,9.899,5.053,0.198,0.681,1
6499,205,85.983,28.49,9.162,0.348,32.202,14.977,3.11,0.322,0.582,1
6500,229,100.811,35.347,8.249,0.283,39.115,12.522,4.285,0.233,0.528,1
6501,247,103.983,30.309,10.376,0.287,39.408,15.761,2.921,0.342,0.538,1
6504,152,74.083,27.492,7.04,0.348,30.61,10.582,3.905,0.256,0.636,1
6506,150,58.77,22.358,8.542,0.546,23.537,11.0,2.617,0.382,0.796,1
6507,114,40.042,15.242,9.523,0.893,15.652,10.119,1.6,0.625,0.912,0
6508,131,51.355,18.168,9.181,0.624,20.616,10.625,1.979,0.505,0.814,1
6510,137,46.042,17.502,9.966,0.812,19.235,11.0,1.756,0.569,0.91,0
6511,123,54.527,19.654,7.968,0.52,23.409,10.0,2.467,0.405,0.807,1
6512,127,45.456,15.488,10.441,0.772,16.643,10.607,1.483,0.674,0.891,0
6513,142,50.527,18.076,10.002,0.699,20.248,11.142,1.807,0.553,0.861,0
6514,140,59.355,24.357,7.318,0.499,26.401,9.735,3.328,0.3,0.771,1
6515,105,39.456,13.862,9.644,0.848,15.0,10.539,1.437,0.696,0.886,0
6516,88,35.213,12.942,8.658,0.892,14.213,9.899,1.495,0.669,0.907,0
6517,174,81.497,28.543,7.762,0.329,34.205,10.982,3.677,0.272,0.613,1
6518,132,51.698,19.367,8.678,0.621,22.136,9.446,2.232,0.448,0.86,0
6519,115,45.113,16.877,8.676,0.71,19.105,9.899,1.945,0.514,0.852,0
6520,91,35.456,12.213,9.487,0.91,13.416,9.899,1.287,0.777,0.897,0
6521,243,87.983,31.573,9.799,0.394,37.014,13.435,3.222,0.31,0.696,1
6522,147,55.113,20.429,9.162,0.608,23.409,10.59,2.23,0.448,0.84,1
6523,136,51.113,19.176,9.03,0.654,21.932,10.024,2.124,0.471,0.85,1
6524,148,67.841,26.278,7.171,0.404,29.967,10.262,3.664,0.273,0.71,1
6525,132,49.355,19.18,8.763,0.681,20.809,9.899,2.189,0.457,0.877,0
6526,178,68.669,27.866,8.133,0.474,29.206,10.476,3.426,0.292,0.743,1
6527,108,41.456,16.496,8.336,0.79,17.889,9.459,1.979,0.505,0.904,0
6529,150,50.77,17.665,10.811,0.731,19.416,11.981,1.634,0.612,0.867,0
6530,189,68.326,26.982,8.919,0.509,27.785,11.585,3.025,0.331,0.758,1
6531,131,58.77,20.921,7.973,0.477,24.759,10.278,2.624,0.381,0.722,1
6532,106,39.213,14.517,9.297,0.866,15.264,9.839,1.562,0.64,0.91,0
6533,160,68.77,24.269,8.394,0.425,27.893,12.085,2.891,0.346,0.69,1
6534,131,53.113,17.52,9.52,0.584,21.19,11.827,1.84,0.543,0.755,0
6535,155,77.355,28.208,6.996,0.326,33.061,10.0,4.032,0.248,0.646,1
6538,161,83.598,31.038,6.605,0.289,36.222,10.0,4.699,0.213,0.644,1
6539,170,91.983,30.45,7.108,0.252,40.361,11.278,4.284,0.233,0.555,1
6540,192,96.711,37.71,6.483,0.258,43.932,10.585,5.817,0.172,0.59,1
6541,114,52.184,19.967,7.269,0.526,22.672,9.192,2.747,0.364,0.77,1
6542,172,86.811,33.026,6.631,0.287,38.21,10.607,4.98,0.201,0.569,1
6544,192,87.841,35.855,6.818,0.313,38.275,10.379,5.259,0.19,0.645,1
6545,175,79.497,30.57,7.289,0.348,33.615,11.006,4.194,0.238,0.625,1
6546,125,47.698,14.071,11.311,0.69,15.811,13.6,1.244,0.804,0.804,0
6547,184,78.083,30.048,7.797,0.379,34.015,11.124,3.854,0.259,0.684,1
6550,122,51.598,20.113,7.723,0.576,22.023,9.749,2.604,0.384,0.8,1
6551,149,78.326,24.401,7.775,0.305,32.573,11.81,3.138,0.319,0.564,1
6552,73,35.698,15.581,5.965,0.72,15.811,7.0,2.612,0.383,0.844,0
6553,92,36.87,13.722,8.536,0.85,15.232,9.707,1.608,0.622,0.876,0
6554,93,37.456,13.857,8.545,0.833,15.264,9.707,1.622,0.617,0.873,0
6555,192,86.811,33.064,7.394,0.32,36.797,11.314,4.472,0.224,0.607,1
6556,139,47.698,17.824,9.929,0.768,19.105,10.914,1.795,0.557,0.883,0
6557,123,47.941,17.119,9.148,0.673,19.698,10.514,1.871,0.534,0.817,0
6559,70,35.213,14.605,6.103,0.709,15.524,6.626,2.393,0.418,0.859,0
6560,116,41.213,15.962,9.253,0.858,15.811,9.0,1.725,0.58,0.932,0
6561,194,93.74,34.619,7.135,0.277,39.825,12.017,4.852,0.206,0.568,1
6563,180,79.154,31.132,7.362,0.361,33.242,10.833,4.229,0.236,0.644,1
6564,112,43.456,15.721,9.071,0.745,18.028,10.0,1.733,0.577,0.882,0
6565,133,48.042,18.531,9.138,0.724,20.1,9.0,2.028,0.493,0.914,0
6566,201,71.598,23.972,10.676,0.493,29.12,12.226,2.245,0.445,0.784,1
6567,161,75.941,29.702,6.902,0.351,31.257,9.0,4.304,0.232,0.657,1
6568,176,78.426,30.073,7.452,0.36,32.249,10.0,4.036,0.248,0.66,1
6569,195,101.841,39.914,6.22,0.236,44.407,9.0,6.417,0.156,0.644,1
6570,155,74.77,26.458,7.459,0.348,30.414,11.0,3.547,0.282,0.622,1
6572,163,92.225,29.075,7.138,0.241,38.21,11.286,4.073,0.246,0.519,1
6573,152,75.255,23.1,8.378,0.337,30.232,12.769,2.757,0.363,0.569,1
6575,144,66.77,26.719,6.862,0.406,29.155,10.013,3.894,0.257,0.696,1
6576,198,89.598,34.036,7.407,0.31,35.511,11.0,4.595,0.218,0.589,1
6577,178,82.326,29.088,7.792,0.33,32.311,11.215,3.733,0.268,0.56,1
6578,126,43.698,15.272,10.505,0.829,16.401,11.245,1.454,0.688,0.884,0
6579,96,43.799,15.814,7.729,0.629,18.248,8.0,2.046,0.489,0.846,0
6580,193,88.184,35.246,6.972,0.312,37.336,10.0,5.055,0.198,0.693,1
6583,97,37.698,13.238,9.329,0.858,14.318,10.0,1.419,0.705,0.882,0
6584,165,74.426,27.944,7.518,0.374,29.275,10.177,3.717,0.269,0.642,1
6586,152,67.012,23.673,8.175,0.425,28.231,11.228,2.896,0.345,0.699,1
6587,118,43.113,16.223,9.261,0.798,17.088,10.213,1.752,0.571,0.881,0
6588,140,68.184,23.293,7.653,0.378,27.659,11.739,3.044,0.329,0.613,1
6590,107,44.042,15.5,8.79,0.693,18.248,9.0,1.763,0.567,0.866,0
6591,168,79.255,25.451,8.404,0.336,30.463,11.53,3.028,0.33,0.606,1
6594,126,64.669,22.813,7.032,0.379,29.0,9.8,3.244,0.308,0.687,1
6595,156,73.841,24.224,8.2,0.36,27.785,12.034,2.954,0.338,0.588,1
6596,137,62.527,22.685,7.69,0.44,26.926,10.0,2.95,0.339,0.763,1
6597,160,79.841,29.234,6.969,0.315,33.541,10.5,4.195,0.238,0.581,1
6598,98,38.627,14.083,8.86,0.825,15.524,9.0,1.589,0.629,0.895,0
6599,177,83.74,28.674,7.859,0.317,34.176,11.157,3.648,0.274,0.624,1
6600,230,110.711,36.047,8.124,0.236,46.098,12.778,4.437,0.225,0.496,1
6601,108,38.627,13.648,10.076,0.91,15.0,10.607,1.355,0.738,0.919,0
6602,194,91.054,36.762,6.719,0.294,39.661,10.585,5.471,0.183,0.587,1
6603,176,81.598,24.963,8.977,0.332,29.967,12.948,2.781,0.36,0.562,1
6604,162,76.669,25.94,7.952,0.346,30.887,11.448,3.262,0.307,0.582,1
6605,135,49.698,18.076,9.509,0.687,20.248,10.298,1.901,0.526,0.857,0
6606,167,68.326,22.66,9.383,0.45,28.178,12.333,2.415,0.414,0.709,1
6607,212,102.912,39.564,6.823,0.252,43.186,10.0,5.799,0.172,0.632,1
6608,117,46.284,17.418,8.553,0.686,19.647,9.0,2.037,0.491,0.893,0
6609,147,68.426,25.539,7.329,0.395,27.731,10.895,3.485,0.287,0.615,1
6610,194,96.225,33.239,7.431,0.263,37.577,12.885,4.473,0.224,0.525,1
6611,138,55.355,18.747,9.372,0.566,21.587,11.013,2.0,0.5,0.795,0
6612,200,86.811,23.903,10.653,0.333,29.12,14.553,2.244,0.446,0.619,1
6613,133,49.456,17.37,9.749,0.683,19.416,10.752,1.782,0.561,0.866,0
6614,161,81.012,29.773,6.885,0.308,34.928,10.192,4.324,0.231,0.651,1
6616,104,39.456,14.357,9.223,0.839,15.297,10.0,1.557,0.642,0.893,0
6617,222,117.882,38.142,7.411,0.201,45.354,11.535,5.147,0.194,0.478,1
6618,206,89.154,35.67,7.353,0.326,38.588,10.539,4.851,0.206,0.635,1
6619,171,84.569,30.564,7.124,0.3,36.235,11.169,4.291,0.233,0.626,1
6620,200,95.054,37.652,6.763,0.278,39.699,10.607,5.567,0.18,0.595,1
6621,183,53.698,17.335,13.441,0.798,19.799,14.0,1.29,0.775,0.915,0
6623,117,44.284,16.434,9.065,0.75,17.804,10.262,1.813,0.552,0.876,0
6624,198,95.983,31.563,7.987,0.27,36.346,11.868,3.952,0.253,0.527,1
6625,182,87.74,29.036,7.981,0.297,34.132,11.635,3.638,0.275,0.547,1
6626,180,66.083,24.701,9.278,0.518,26.249,12.021,2.662,0.376,0.744,1
6627,109,40.042,15.043,9.226,0.854,16.279,9.0,1.631,0.613,0.912,0
6628,159,78.912,26.068,7.766,0.321,30.232,10.776,3.357,0.298,0.582,1
6629,199,88.811,33.349,7.598,0.317,36.401,10.854,4.389,0.228,0.567,1
6630,148,64.184,22.341,8.435,0.451,25.807,11.254,2.649,0.378,0.708,1
6631,190,83.255,30.355,7.97,0.344,35.171,10.872,3.809,0.263,0.621,1
6633,111,39.456,14.872,9.503,0.896,15.62,9.899,1.565,0.639,0.929,0
6634,148,61.355,22.634,8.326,0.494,25.612,10.607,2.719,0.368,0.733,1
6635,112,42.042,14.722,9.687,0.796,16.401,10.733,1.52,0.658,0.9,0
6636,121,42.87,15.933,9.67,0.827,17.205,10.413,1.648,0.607,0.9,0
6637,111,44.042,15.528,9.101,0.719,17.464,10.0,1.706,0.586,0.854,0
6639,221,91.64,32.04,8.782,0.331,36.688,13.104,3.648,0.274,0.588,1
6640,177,71.012,26.976,8.354,0.441,28.636,11.286,3.229,0.31,0.738,1
6641,216,86.669,34.624,7.943,0.361,36.401,11.128,4.359,0.229,0.656,1
6642,194,82.184,33.242,7.431,0.361,33.734,10.686,4.474,0.224,0.628,1
6644,131,43.113,17.068,9.773,0.886,17.464,10.461,1.746,0.573,0.913,0
6646,196,85.255,32.792,7.61,0.339,36.401,11.599,4.309,0.232,0.682,1
6647,136,50.527,20.119,8.607,0.669,21.633,10.436,2.338,0.428,0.853,1
6648,187,79.598,31.026,7.674,0.371,32.573,10.915,4.043,0.247,0.656,1
6650,196,75.74,28.199,8.85,0.429,30.61,11.966,3.187,0.314,0.669,1
6651,204,74.669,29.622,8.769,0.46,31.321,11.302,3.378,0.296,0.734,1
6652,169,74.77,29.011,7.417,0.38,31.401,10.249,3.911,0.256,0.665,1
6653,227,99.539,34.652,8.341,0.288,41.231,14.464,4.155,0.241,0.537,1
6654,255,94.811,35.593,9.122,0.356,39.217,12.164,3.902,0.256,0.634,1
6655,282,110.953,33.756,10.637,0.288,40.817,18.06,3.174,0.315,0.531,1
6656,172,70.083,27.759,7.889,0.44,29.53,10.587,3.518,0.284,0.699,1
6657,186,78.569,30.937,7.655,0.379,33.121,11.555,4.041,0.247,0.671,1
6658,145,55.598,22.381,8.249,0.589,23.854,11.116,2.713,0.369,0.782,1
6659,182,74.912,24.665,9.395,0.408,28.231,14.2,2.625,0.381,0.668,1
6660,226,87.397,33.868,8.496,0.372,35.847,12.598,3.986,0.251,0.643,1
6661,251,82.811,28.899,11.059,0.46,34.438,14.849,2.613,0.383,0.729,1
6662,174,75.012,30.189,7.338,0.389,30.806,10.334,4.114,0.243,0.667,1
6665,237,91.983,32.48,9.29,0.352,38.013,12.2,3.496,0.286,0.687,1
6666,265,125.296,39.468,8.549,0.212,52.802,15.402,4.617,0.217,0.465,1
6667,220,90.083,29.663,9.443,0.341,35.44,13.719,3.141,0.318,0.626,1
6668,230,91.397,38.155,7.675,0.346,38.626,11.46,4.971,0.201,0.629,1
6669,162,73.012,24.466,8.431,0.382,28.32,13.037,2.902,0.345,0.588,1
6670,221,91.397,28.14,10.0,0.332,34.176,16.275,2.814,0.355,0.576,1
6671,193,83.74,34.777,7.066,0.346,36.249,10.733,4.922,0.203,0.647,1
6672,174,78.77,31.51,7.031,0.352,33.242,10.0,4.482,0.223,0.69,1
6673,243,115.296,33.444,9.251,0.23,45.607,15.4,3.615,0.277,0.467,1
6675,215,87.841,31.226,8.767,0.35,33.956,12.747,3.562,0.281,0.638,1
6676,246,113.054,43.944,7.128,0.242,47.76,11.918,6.165,0.162,0.622,1
6677,225,87.74,30.687,9.336,0.367,35.735,13.488,3.287,0.304,0.642,1
6678,183,68.77,26.973,8.638,0.486,27.659,10.97,3.122,0.32,0.771,1
6679,211,91.397,37.124,7.237,0.317,38.471,10.785,5.13,0.195,0.59,1
6680,249,116.468,34.669,9.145,0.231,41.183,14.739,3.791,0.264,0.465,1
6681,192,67.74,27.156,9.002,0.526,28.844,11.8,3.017,0.332,0.774,1
6682,185,73.941,29.857,7.889,0.425,30.676,10.309,3.785,0.264,0.749,1
6685,208,80.083,31.356,8.446,0.408,32.28,11.652,3.712,0.269,0.679,1
6686,175,62.912,25.766,8.648,0.556,27.019,10.607,2.98,0.336,0.795,1
6687,189,80.426,32.752,7.347,0.367,33.242,10.965,4.458,0.224,0.679,1
6688,204,80.569,29.235,8.885,0.395,33.615,12.042,3.291,0.304,0.675,1
6689,250,98.912,41.204,7.725,0.321,42.107,10.0,5.334,0.187,0.693,1
6690,252,105.054,39.334,8.157,0.287,44.598,12.205,4.822,0.207,0.592,1
6691,220,90.569,33.153,8.449,0.337,36.139,12.539,3.924,0.255,0.588,1
6692,242,95.64,26.385,11.678,0.332,35.693,17.544,2.259,0.443,0.597,1
6693,235,102.569,37.976,7.879,0.281,42.485,12.846,4.82,0.207,0.532,1
6694,168,64.426,21.122,10.127,0.509,23.324,12.999,2.086,0.479,0.743,1
6695,149,64.184,20.967,9.048,0.455,25.08,12.257,2.317,0.432,0.725,1
6696,276,131.095,43.085,8.156,0.202,54.589,16.954,5.282,0.189,0.461,1
6697,160,61.598,23.479,8.677,0.53,26.42,11.368,2.706,0.37,0.782,1
6698,143,59.255,23.015,7.911,0.512,25.239,10.607,2.909,0.344,0.751,1
6699,111,39.213,14.884,9.496,0.907,15.232,9.806,1.567,0.638,0.925,0
6700,205,90.326,30.949,8.434,0.316,37.014,13.345,3.67,0.273,0.59,1
6701,217,99.154,38.095,7.253,0.277,42.202,12.297,5.252,0.19,0.625,1
6702,182,77.841,28.817,8.041,0.377,31.78,10.826,3.584,0.279,0.663,1
6703,259,112.61,46.266,7.128,0.257,48.918,12.424,6.491,0.154,0.545,1
6704,190,74.184,29.276,8.263,0.434,31.78,11.18,3.543,0.282,0.729,1
6705,189,76.184,31.317,7.684,0.409,32.14,10.0,4.075,0.245,0.731,1
6706,204,75.74,28.653,9.065,0.447,31.241,11.649,3.161,0.316,0.756,1
6707,231,96.912,37.701,7.801,0.309,40.025,11.264,4.833,0.207,0.634,1
6709,217,90.811,34.74,7.953,0.331,37.202,11.314,4.368,0.229,0.595,1
6710,181,73.012,24.822,9.284,0.427,27.203,13.707,2.674,0.374,0.644,1
6711,190,75.355,31.193,7.755,0.42,31.575,9.0,4.022,0.249,0.738,1
6712,216,94.811,30.814,8.925,0.302,35.609,12.728,3.453,0.29,0.616,1
6713,253,115.439,36.237,8.89,0.239,44.688,16.128,4.076,0.245,0.466,1
6714,205,81.012,33.047,7.898,0.393,34.54,11.404,4.184,0.239,0.69,1
6715,205,87.154,29.58,8.824,0.339,32.016,12.881,3.352,0.298,0.593,1
6716,233,101.054,33.298,8.909,0.287,37.643,16.091,3.737,0.268,0.563,1
6718,173,66.669,26.358,8.357,0.489,29.069,10.956,3.154,0.317,0.732,1
6720,170,66.184,27.84,7.775,0.488,28.653,9.874,3.581,0.279,0.793,1
6722,177,73.598,29.433,7.657,0.411,30.083,10.733,3.844,0.26,0.66,1
6723,260,119.154,30.83,10.738,0.23,40.522,22.141,2.871,0.348,0.441,1
6726,198,84.326,31.419,8.024,0.35,34.828,11.501,3.916,0.255,0.63,1
6727,178,68.669,27.725,8.175,0.474,29.732,11.314,3.392,0.295,0.73,1
6728,259,109.64,28.614,11.525,0.271,37.736,19.209,2.483,0.403,0.512,1
6729,168,64.527,25.549,8.372,0.507,26.683,10.914,3.052,0.328,0.769,1
6730,263,101.154,41.167,8.134,0.323,42.059,11.586,5.061,0.198,0.649,1
6731,181,76.669,31.927,7.218,0.387,33.541,10.433,4.423,0.226,0.71,1
6734,185,78.77,32.088,7.341,0.375,33.541,10.223,4.371,0.229,0.694,1
6736,184,69.012,26.311,8.904,0.485,28.178,12.013,2.955,0.338,0.708,1
6737,231,103.397,35.28,8.337,0.272,38.079,11.992,4.232,0.236,0.58,1
6738,232,98.953,28.412,10.397,0.298,34.928,16.595,2.733,0.366,0.593,1
6739,226,96.953,40.071,7.181,0.302,42.638,10.683,5.58,0.179,0.68,1
6740,191,78.912,26.087,9.322,0.385,30.414,13.577,2.798,0.357,0.636,1
6741,176,74.083,27.949,8.018,0.403,30.0,11.551,3.486,0.287,0.64,1
6742,286,121.296,38.839,9.376,0.244,47.508,14.885,4.143,0.241,0.505,1
6743,224,83.841,35.325,8.074,0.4,36.056,11.308,4.375,0.229,0.685,1
6744,192,80.811,31.296,7.811,0.369,34.438,11.039,4.007,0.25,0.641,1
6746,195,67.841,27.305,9.093,0.532,28.178,11.751,3.003,0.333,0.78,1
6748,157,67.355,22.444,8.907,0.435,26.249,12.758,2.52,0.397,0.637,1
6749,184,72.083,28.544,8.208,0.445,29.967,11.783,3.478,0.288,0.693,1
6750,195,75.497,26.76,9.278,0.43,29.155,12.894,2.884,0.347,0.681,1
6751,188,79.497,28.74,8.329,0.374,30.806,12.0,3.451,0.29,0.667,1
6753,252,107.296,36.534,8.782,0.275,39.962,13.685,4.16,0.24,0.544,1
6754,190,74.669,25.473,9.497,0.428,30.017,12.737,2.682,0.373,0.673,1
6755,173,71.983,28.439,7.745,0.42,31.401,10.607,3.672,0.272,0.721,1
6757,246,100.083,39.769,7.876,0.309,42.72,11.806,5.049,0.198,0.652,1
6758,294,124.953,34.375,10.89,0.237,48.26,16.764,3.157,0.317,0.465,1
6759,143,54.77,18.148,10.033,0.599,20.809,12.021,1.809,0.553,0.788,0
6760,260,105.397,29.507,11.219,0.294,36.674,18.048,2.63,0.38,0.537,1
6761,258,112.853,48.15,6.822,0.255,49.649,10.539,7.058,0.142,0.603,1
6762,200,77.154,27.038,9.418,0.422,30.232,12.256,2.871,0.348,0.699,1
6763,220,81.497,30.431,9.205,0.416,34.015,13.289,3.306,0.302,0.674,1
6764,162,58.527,19.672,10.485,0.594,22.804,12.728,1.876,0.533,0.816,1
6765,178,82.669,27.917,8.118,0.327,32.558,13.0,3.439,0.291,0.565,1
6766,188,75.841,27.566,8.684,0.411,31.241,12.676,3.175,0.315,0.663,1
6767,287,130.711,51.703,7.068,0.211,55.543,12.383,7.315,0.137,0.566,1
6768,198,78.326,28.391,8.88,0.406,31.89,12.294,3.197,0.313,0.672,1
6769,82,33.213,10.881,9.595,0.934,11.662,10.0,1.134,0.882,0.901,0
6770,177,65.497,27.608,8.163,0.518,28.302,11.314,3.382,0.296,0.756,1
6771,144,65.598,22.846,8.025,0.421,25.632,11.176,2.847,0.351,0.676,1
6772,293,112.225,32.142,11.607,0.292,38.91,18.873,2.769,0.361,0.547,1
6773,159,71.497,26.378,7.675,0.391,29.967,10.733,3.437,0.291,0.662,1
6775,180,77.983,29.778,7.696,0.372,33.015,10.957,3.869,0.258,0.672,1
6776,227,105.539,25.86,11.176,0.256,33.838,19.81,2.314,0.432,0.476,1
6777,67,30.042,11.026,7.737,0.933,11.662,8.485,1.425,0.702,0.893,0
6778,230,91.497,35.193,8.321,0.345,36.77,12.286,4.229,0.236,0.643,1
6779,180,71.355,24.96,9.182,0.444,28.231,13.32,2.718,0.368,0.665,1
6780,240,106.368,44.324,6.894,0.267,46.872,10.829,6.429,0.156,0.57,1
6781,264,103.64,30.994,10.845,0.309,37.216,16.565,2.858,0.35,0.601,1
6782,119,41.113,15.885,9.538,0.885,16.553,10.2,1.665,0.6,0.905,0
6783,185,79.497,30.418,7.744,0.368,33.242,11.421,3.928,0.255,0.647,1
6784,110,44.284,16.524,8.476,0.705,18.439,10.0,1.949,0.513,0.843,0
6785,223,90.669,33.164,8.562,0.341,36.674,12.393,3.874,0.258,0.653,1
6786,182,79.255,28.465,8.141,0.364,32.388,10.943,3.496,0.286,0.651,1
6787,216,102.468,38.151,7.209,0.259,43.417,12.165,5.292,0.189,0.527,1
6788,147,65.012,21.303,8.786,0.437,25.962,11.0,2.425,0.412,0.75,1
6789,226,90.811,33.561,8.574,0.344,38.601,11.67,3.914,0.255,0.641,1
6790,211,83.841,32.732,8.208,0.377,34.234,11.975,3.988,0.251,0.674,1
6791,224,105.296,38.442,7.419,0.254,40.497,12.45,5.182,0.193,0.485,1
6792,176,85.012,24.883,9.006,0.306,32.28,15.084,2.763,0.362,0.526,1
6793,237,94.711,38.061,7.928,0.332,40.361,10.607,4.801,0.208,0.661,1
6794,205,88.669,34.126,7.649,0.328,36.346,11.0,4.462,0.224,0.661,1
6795,244,101.882,38.072,8.16,0.295,42.485,13.146,4.666,0.214,0.575,1
6796,179,77.355,27.241,8.367,0.376,32.28,12.607,3.256,0.307,0.64,1
6797,266,115.397,33.054,10.246,0.251,39.319,18.19,3.226,0.31,0.442,1
6798,163,63.598,22.642,9.166,0.506,25.179,11.672,2.47,0.405,0.746,1
6799,217,93.296,33.878,8.155,0.313,36.892,12.92,4.154,0.241,0.557,1
6800,149,64.184,27.38,6.929,0.455,28.302,9.707,3.952,0.253,0.745,1
6801,183,80.184,24.585,9.478,0.358,28.231,12.748,2.594,0.386,0.619,1
6802,180,75.598,27.982,8.19,0.396,29.833,11.0,3.416,0.293,0.652,1
6803,230,104.711,39.689,7.379,0.264,43.278,10.912,5.379,0.186,0.541,1
6804,179,73.598,27.281,8.354,0.415,31.048,11.373,3.265,0.306,0.732,1
6805,208,87.74,33.469,7.913,0.34,34.886,11.443,4.23,0.236,0.596,1
6806,176,75.012,27.29,8.211,0.393,30.067,12.0,3.323,0.301,0.646,1
6807,210,97.882,39.194,6.822,0.275,42.521,10.087,5.745,0.174,0.603,1
6808,221,95.054,37.901,7.424,0.307,40.706,11.094,5.105,0.196,0.624,1
6809,187,80.184,24.773,9.611,0.365,30.083,13.821,2.578,0.388,0.583,1
6810,177,72.083,28.573,7.887,0.428,29.069,10.476,3.623,0.276,0.652,1
6811,245,100.811,25.91,12.039,0.303,30.806,20.218,2.152,0.465,0.578,1
6812,248,98.468,34.206,9.231,0.321,38.288,13.358,3.706,0.27,0.627,1
6813,254,105.397,40.495,7.986,0.287,43.324,11.88,5.071,0.197,0.588,1
6814,213,91.255,29.076,9.327,0.321,36.674,15.169,3.117,0.321,0.581,1
6815,212,80.569,26.136,10.328,0.41,28.178,13.906,2.531,0.395,0.688,1
6816,204,85.255,29.132,8.916,0.353,33.838,13.431,3.267,0.306,0.617,1
6817,235,94.225,33.027,9.06,0.333,37.736,13.78,3.645,0.274,0.588,1
6818,243,108.912,40.291,7.679,0.257,47.297,12.279,5.247,0.191,0.58,1
6819,171,73.983,30.142,7.223,0.393,32.65,10.607,4.173,0.24,0.685,1
6820,226,101.296,38.519,7.47,0.277,41.761,11.47,5.156,0.194,0.557,1
6821,218,91.74,29.597,9.378,0.325,36.056,14.414,3.156,0.317,0.644,1
6822,227,98.326,31.234,9.254,0.295,35.128,13.074,3.375,0.296,0.551,1
6823,252,117.74,34.755,9.232,0.228,49.092,14.489,3.765,0.266,0.503,1
6824,191,82.326,31.143,7.809,0.354,32.28,10.8,3.988,0.251,0.607,1
6825,250,107.539,38.427,8.284,0.272,46.098,13.133,4.639,0.216,0.554,1
6826,230,97.882,36.165,8.098,0.302,41.049,13.035,4.466,0.224,0.594,1
6827,207,78.669,31.696,8.315,0.42,32.311,11.803,3.812,0.262,0.682,1
6828,269,121.882,34.517,9.923,0.228,46.872,16.952,3.479,0.287,0.434,1
6829,186,76.912,31.316,7.562,0.395,33.422,10.607,4.141,0.241,0.699,1
6830,195,79.154,30.98,8.014,0.391,34.059,11.869,3.866,0.259,0.661,1
6831,159,68.77,27.401,7.388,0.422,29.732,10.733,3.709,0.27,0.743,1
6833,174,76.426,28.853,7.678,0.374,32.894,11.014,3.758,0.266,0.681,1
6834,250,94.468,40.379,7.883,0.352,40.608,11.37,5.122,0.195,0.67,1
6835,179,76.912,28.816,7.909,0.38,29.411,10.886,3.643,0.274,0.629,1
6836,259,114.953,32.895,10.025,0.246,44.418,16.756,3.281,0.305,0.508,1
